Compound	Cluster	Classes	Common names	MetaCyc link
CPD-13462	5	Chemicals, FRAMES, Monosaccharides, Carbohydrates, Glycans, Compounds, N-acetyl-D-hexosamines, Hexosamines, CPD-1109, All-Carbohydrates, N-acetyl-D-mannosamine, Amino-Sugars, N-acetyl-alpha-D-hexosamines, Compounds-And-Elements, Sugar	N-acetyl-&alpha;-D-mannosamine	https://metacyc.org/compound?orgid=META&id=CPD-13462
UDP-N-ACETYLMURAMATE	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, Diazines, All-Nucleosides, NDP-sugars, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-N-acetyl-&alpha;-D-muramate	https://metacyc.org/compound?orgid=META&id=UDP-N-ACETYLMURAMATE
N-ACETYL-D-GLUCOSAMINE-1-P	5	N-acetyl-a-D-hexosamine-1-phosphates, Chemicals, FRAMES, Hexose-phosphates, Monosaccharides, Carbohydrates, Glycans, Compounds, Hexosamines, Carbohydrate-Derivatives, All-Carbohydrates, Sugar-1-Phosphate, Alpha-Hexose-1-Phosphates, Hexose-1-Phosphate, Sugar-Phosphate, Amino-Sugars, Compounds-And-Elements, Sugar	N-acetyl-&alpha;-D-glucosamine 1-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-1-P
N-ACETYL-L-24-DIAMINOBUTANOATE	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	(2S)-4-acetamido-2-aminobutanoate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-L-24-DIAMINOBUTANOATE
UDP-MANNAC	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, Diazines, All-Nucleosides, NDP-sugars, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-N-acetyl-&alpha;-D-mannosamine	https://metacyc.org/compound?orgid=META&id=UDP-MANNAC
CPD-22407	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, UDP-3R-hydroxyacyl-GlcNAc, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, Diazines, All-Nucleosides, NDP-sugars, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22407
CPD-22406	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, UDP-3R-hydroxyacyl-GlcN, Diazines, All-Nucleosides, NDP-sugars, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22406
UDP-OHMYR-GLUCOSAMINE	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, UDP-3R-hydroxyacyl-GlcN, Diazines, All-Nucleosides, NDP-sugars, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-3-O-[(3R)-3-hydroxymyristoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-OHMYR-GLUCOSAMINE
BISOHMYR-GLC	5	All-Carbohydrates, Chemicals, FRAMES, Carbohydrates, Glycans, Compounds, Lipids, Glycoconjugates, Glycolipids, Compounds-And-Elements, Lipid-A-Disaccharide	lipid A disaccharide (E. coli)	https://metacyc.org/compound?orgid=META&id=BISOHMYR-GLC
CPD-6124	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	1-pyrroline	https://metacyc.org/compound?orgid=META&id=CPD-6124
N-ACETYL-D-GLUCOSAMINE-6-P	5	Chemicals, FRAMES, Carbohydrates, Glycans, Compounds, SUGAR-6-PHOSPHATES, Carbohydrate-Derivatives, All-Carbohydrates, Sugar-Phosphate, Compounds-And-Elements	N-acetyl-D-glucosamine 6-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-6-P
LIPID-IV-A	5	Lipid-IVA, All-Carbohydrates, Chemicals, FRAMES, Carbohydrates, Lipid-A-containing-Glycolipids, Lipid-A, Glycans, Compounds, Lipids, Glycoconjugates, Glycolipids, Compounds-And-Elements	lipid IVA (E. coli)	https://metacyc.org/compound?orgid=META&id=LIPID-IV-A
OH-MYRISTOYL	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, Diazines, All-Nucleosides, NDP-sugars, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=OH-MYRISTOYL
UDP-OHMYR-ACETYLGLUCOSAMINE	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, UDP-3R-hydroxyacyl-GlcNAc, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, Diazines, All-Nucleosides, NDP-sugars, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-OHMYR-ACETYLGLUCOSAMINE
CPD-22405	5	Organic-heteromonocyclic-compounds, Chemicals, Organonitrogen-Compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrates, NUCLEOTIDE-SUGARS, UDP-sugar, Glycans, Compounds, Modified-Nucleotides, Carbohydrate-Derivatives, Organonitrogen-Heterocyclic-Compounds, All-Carbohydrates, Nucleotides, Diazines, All-Nucleosides, NDP-sugars, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, Nitrogen-Molecular-Entities, Compounds-And-Elements, Pyrimidines	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22405
CPD-389	5	Ureido-Compounds, Chemicals, Compounds, FRAMES, Compounds-And-Elements	N-carbamoyl-2-oxoglycine	https://metacyc.org/compound?orgid=META&id=CPD-389
CPD-1091	5	Ureido-Compounds, Chemicals, Compounds, FRAMES, Compounds-And-Elements	(S)-ureidoglycolate	https://metacyc.org/compound?orgid=META&id=CPD-1091
CPD-8052	5	Chemicals, Alcohols, FRAMES, Inositols, Compounds, Cyclitols, Compounds-And-Elements, Cyclic-Alcohols	1D-chiro-inositol	https://metacyc.org/compound?orgid=META&id=CPD-8052
BISOHMYR-GLUCOSAMINYL-1P	5	All-Carbohydrates, Chemicals, FRAMES, Carbohydrates, Glycans, Compounds, Lipid-X, Lipids, Glycoconjugates, Glycolipids, Compounds-And-Elements	lipid X (E. coli)	https://metacyc.org/compound?orgid=META&id=BISOHMYR-GLUCOSAMINYL-1P
4-AMINO-BUTYRALDEHYDE	5	Aliphatic-Omega-Amino-Aldehydes, Aliphatic-Amines, Chemicals, Compounds, FRAMES, Compounds-And-Elements, All-Amines	4-aminobutanal	https://metacyc.org/compound?orgid=META&id=4-AMINO-BUTYRALDEHYDE
CPD-365	5	Modified-Inositols, Chemicals, Alcohols, FRAMES, Inositols, Compounds, Cyclitols, Compounds-And-Elements, Cyclic-Alcohols	1-keto-D-chiro-inositol	https://metacyc.org/compound?orgid=META&id=CPD-365
AMINO-OXOBUT	5	Chemicals, FRAMES, Modified-Amino-Acids, Compounds, Amino-Acids, All-Carboxy-Acids, Carboxylates, Organic-Acids, Acids, CPD-12642, All-Amino-Acids, Compounds-And-Elements	L-2-amino-3-oxobutanoate	https://metacyc.org/compound?orgid=META&id=AMINO-OXOBUT
XANTHURENATE	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	xanthurenate	https://metacyc.org/compound?orgid=META&id=XANTHURENATE
ACETOL	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	hydroxyacetone	https://metacyc.org/compound?orgid=META&id=ACETOL
KYNURENATE	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	kynurenate	https://metacyc.org/compound?orgid=META&id=KYNURENATE
PROPANE-1-2-DIOL	5	Chemicals, Alcohols, FRAMES, DL-12-Propanediol, Diols, glycols, Compounds, Compounds-And-Elements	(S)-propane-1,2-diol	https://metacyc.org/compound?orgid=META&id=PROPANE-1-2-DIOL
3-HYDROXY-L-KYNURENINE	5	Organic-Acids, Chemicals, Acids, FRAMES, Hydroxy-Amino-Acids, Modified-Amino-Acids, Compounds, Amino-Acids, All-Amino-Acids, Hydroxy-L-Amino-Acids, Carboxylates, Compounds-And-Elements, All-Carboxy-Acids	3-hydroxy-L-kynurenine	https://metacyc.org/compound?orgid=META&id=3-HYDROXY-L-KYNURENINE
CPD-14736	5	Organic-Acids, Chemicals, Acids, FRAMES, Compounds, Amino-Acids, All-Amino-Acids, Carboxylates, Compounds-And-Elements, All-Carboxy-Acids	L-kynurenine	https://metacyc.org/compound?orgid=META&id=CPD-14736
AMINO-ACETONE	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	aminoacetone	https://metacyc.org/compound?orgid=META&id=AMINO-ACETONE
3-HYDROXY-ANTHRANILATE	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	3-hydroxyanthranilate	https://metacyc.org/compound?orgid=META&id=3-HYDROXY-ANTHRANILATE
XYLITOL	5	Chemicals, All-Carbohydrates, Alcohols, FRAMES, Carbohydrates, Glycans, Pentitols, Sugar-alcohols, Compounds, Compounds-And-Elements, Sugar	xylitol	https://metacyc.org/compound?orgid=META&id=XYLITOL
CPD-654	5	Organic-Acids, Chemicals, 2-Oxo-Acids, Acids, FRAMES, Compounds, All-Carboxy-Acids, Compounds-And-Elements, 2-Oxo-carboxylates, Carboxylates	2,5-dioxopentanoate	https://metacyc.org/compound?orgid=META&id=CPD-654
CPD-1128	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	1-pyrroline-4-hydroxy-2-carboxylate	https://metacyc.org/compound?orgid=META&id=CPD-1128
TARTRONATE-S-ALD	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	tartronate semialdehyde	https://metacyc.org/compound?orgid=META&id=TARTRONATE-S-ALD
DEOXY-RIBOSE-5P	5	Chemicals, Pentose-phosphates, FRAMES, Carbohydrates, Glycans, Compounds, Carbohydrate-Derivatives, All-Carbohydrates, SUGAR-5-PHOSPHATES, PENTOSE-5-PHOSPHATES, Sugar-Phosphate, Compounds-And-Elements	2-deoxy-D-ribose 5-phosphate	https://metacyc.org/compound?orgid=META&id=DEOXY-RIBOSE-5P
DEOXYURIDINE	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements, Nucleosides, All-Nucleosides	2'-deoxyuridine	https://metacyc.org/compound?orgid=META&id=DEOXYURIDINE
CPD-10723	5	Hexoses, Chemicals, FRAMES, Monosaccharides, Carbohydrates, Ketoses, D-Hexoses, Glycans, Compounds, Ketohexoses, D-Ketoses, All-Carbohydrates, Fructose, FRU, Fructofuranose, D-Ketohexoses, Compounds-And-Elements, Sugar	&alpha;-D-fructofuranose	https://metacyc.org/compound?orgid=META&id=CPD-10723
L-XYLULOSE	5	Chemicals, FRAMES, Monosaccharides, Carbohydrates, Ketoses, Glycans, Compounds, Ketopentoses, Xylulose, All-Carbohydrates, Pentoses, L-Pentoses, Compounds-And-Elements, Sugar	L-xylulose	https://metacyc.org/compound?orgid=META&id=L-XYLULOSE
CPD0-181	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	N5-carboxyaminoimidazole ribonucleotide	https://metacyc.org/compound?orgid=META&id=CPD0-181
DEOXYCYTIDINE	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements, Nucleosides, All-Nucleosides	2'-deoxycytidine	https://metacyc.org/compound?orgid=META&id=DEOXYCYTIDINE
L-ARABITOL	5	Chemicals, All-Carbohydrates, Alcohols, FRAMES, Carbohydrates, Glycans, Pentitols, Sugar-alcohols, Compounds, Compounds-And-Elements, Sugar	L-arabinitol	https://metacyc.org/compound?orgid=META&id=L-ARABITOL
DEOXY-D-RIBOSE-1-PHOSPHATE	5	Carbohydrate-Derivatives, All-Carbohydrates, Pentose-phosphates, Chemicals, FRAMES, Sugar-1-Phosphate, PENTOSE-1-PHOSPHATES, Carbohydrates, DEOXY-RIBOSE-1P, Glycans, Sugar-Phosphate, Compounds, Compounds-And-Elements	2-deoxy-&alpha;-D-ribose 1-phosphate	https://metacyc.org/compound?orgid=META&id=DEOXY-D-RIBOSE-1-PHOSPHATE
GLYCERATE	5	Glycerates, Chemicals, FRAMES, Compounds, Carboxylates, All-Carboxy-Acids, Monocarboxylates, Organic-Acids, Acids, 2-Hydroxy-carboxylates, D-2-hydroxyacids, Hydroxy-carboxylates, Compounds-And-Elements	D-glycerate	https://metacyc.org/compound?orgid=META&id=GLYCERATE
OH-PYR	5	Chemicals, Compounds, FRAMES, Compounds-And-Elements	hydroxypyruvate	https://metacyc.org/compound?orgid=META&id=OH-PYR
2-KETO-3-METHYL-VALERATE	6	Anteiso-fatty-acids, Chemicals, FRAMES, Branched-chain-fatty-acids, CPD-21103, Fatty-Acids, Saturated-Fatty-Acids, Compounds, CPD66-39, Methyl-Branched-Fatty-Acids, Carboxylates, All-Carboxy-Acids, Short-chain-fatty-acids, Organic-Acids, 2-Oxo-Acids, Acids, Short-Chain-Carboxylates, Compounds-And-Elements, 2-Oxo-carboxylates	(3S)-3-methyl-2-oxopentanoate	https://metacyc.org/compound?orgid=META&id=2-KETO-3-METHYL-VALERATE
CPD-15435	6	CPD-608, Chemicals, Compounds, FRAMES, Adenylates, Compounds-And-Elements	(L-threonylcarbamoyl)adenylate	https://metacyc.org/compound?orgid=META&id=CPD-15435
L-ALLO-THREONINE	6	Organic-Acids, Chemicals, Acids, FRAMES, ALLO-THR, Alpha-Amino-Acids, Compounds, Amino-Acids, All-Amino-Acids, Non-standard-amino-acids, Carboxylates, Compounds-And-Elements, All-Carboxy-Acids	L-allo-threonine	https://metacyc.org/compound?orgid=META&id=L-ALLO-THREONINE
NIACINAMIDE	6	B-vitamins, Chemicals, FRAMES, Vitamins, Amides, Compounds, Carboxamides, Compounds-And-Elements, Aliphatic-Amides	nicotinamide	https://metacyc.org/compound?orgid=META&id=NIACINAMIDE
2-ACETO-2-HYDROXY-BUTYRATE	6	Organic-Acids, Chemicals, Acids, FRAMES, CPD-12642, Compounds, All-Carboxy-Acids, Compounds-And-Elements, Carboxylates	(S)-2-aceto-2-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=2-ACETO-2-HYDROXY-BUTYRATE
ETOH	6	Chemicals, Alcohols, FRAMES, Short-Chain-Alcohols, Primary-Alcohols, Compounds, Compounds-And-Elements, Short-Chain-Primary-Alcohols, Fatty-Alcohols	ethanol	https://metacyc.org/compound?orgid=META&id=ETOH
D-METHYL-MALONYL-COA	6	Methylmalonyl-CoA, Chemicals, FRAMES, All-Coas, Thioesters, Compounds, Esters, Compounds-And-Elements	(S)-methylmalonyl-CoA	https://metacyc.org/compound?orgid=META&id=D-METHYL-MALONYL-COA
OCTAPRENYL-DIPHOSPHATE	6	Chemicals, Polyisoprenyl-Diphosphates, FRAMES, TRANS-POLYISOPRENYL-PP, Compounds, Isoprenoid-Phosphates, Polyisoprenoids, Lipids, Isoprenoid-Derivatives, Compounds-And-Elements	all-trans-octaprenyl diphosphate	https://metacyc.org/compound?orgid=META&id=OCTAPRENYL-DIPHOSPHATE
CPD-622	6	Organic-Acids, Chemicals, Acids, FRAMES, Compounds, Tricarboxylates, Compounds-And-Elements, All-Carboxy-Acids, Carboxylates	(2S,3S)-2-methylcitrate	https://metacyc.org/compound?orgid=META&id=CPD-622
2-OXOBUTANOATE	6	Organic-Acids, Chemicals, 2-Oxo-Acids, Acids, FRAMES, Compounds, All-Carboxy-Acids, Compounds-And-Elements, 2-Oxo-carboxylates, Carboxylates	2-oxobutanoate	https://metacyc.org/compound?orgid=META&id=2-OXOBUTANOATE
ILE	6	Chemicals, FRAMES, Non-polar-amino-acids, Amino-Acids-20, Compounds, Alpha-Amino-Acids, Amino-Acids, Branched-Amino-Acids, Carboxylates, All-Carboxy-Acids, L-Amino-Acids, Organic-Acids, Acids, All-Amino-Acids, Compounds-And-Elements	L-isoleucine	https://metacyc.org/compound?orgid=META&id=ILE
2-METHYL-ACETO-ACETYL-COA	6	Short-Chain-2-Methyl-3-oxoacyl-CoAs, ACYL-COA, Chemicals, 3-Oxoacyl-CoAs, FRAMES, All-Coas, Thioesters, Compounds, Esters, 2-Methyl-3-oxoacyl-CoAs, Compounds-And-Elements	2-methylacetoacetyl-CoA	https://metacyc.org/compound?orgid=META&id=2-METHYL-ACETO-ACETYL-COA
ACETALD	6	Chemicals, n-Alkanals, Compounds, FRAMES, Aldehydes, Aldehydes-Or-Ketones, Compounds-And-Elements	acetaldehyde	https://metacyc.org/compound?orgid=META&id=ACETALD
PROPIONYL-COA	6	ACYL-COA, Chemicals, FRAMES, Short-Chain-234-Saturated-acyl-CoAs, Saturated-Fatty-Acyl-CoA, All-Coas, Thioesters, Short-Chain-Acyl-CoAs, Compounds-And-Elements, Compounds, Esters, Fatty-Acyl-CoAs	propanoyl-CoA	https://metacyc.org/compound?orgid=META&id=PROPIONYL-COA
CPD-12253	6	Chemicals, 2-Hydroxy-Fatty-Acids, Straight-Chain-234-Sat-FA, IN-CHAIN-HYDROXY-FATTY-ACID, 2R-Hydroxy-Fatty-Acids, Organic-Acids, 2-Hydroxy-carboxylates, FRAMES, Even-Straight-Chain-234-Sat-FA, Fatty-Acids, R2OH-Straight-Chain-234-Sat-FA, Hydroxy-fatty-acids, Compounds, CPD66-39, 2-Or-3-Hydroxy-Fatty-Acids, Carboxylates, All-Carboxy-Acids, Hydroxy-Butyrates, Acids, D-2-hydroxyacids, Hydroxy-carboxylates, Compounds-And-Elements	(R)-2-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=CPD-12253
2-METHYL-3-HYDROXY-BUTYRYL-COA	6	ACYL-COA, Chemicals, FRAMES, All-Coas, Thioesters, HYDROXY-ACYL-COA, Short-Chain-3S-Hydroxy-2-Methyl-CoAs, Compounds, 3S-S-3-hydroxyacyl-CoAs, Esters, Compounds-And-Elements, 3S-Hydroxy-2-methylacyl-CoA, 3-HYDROXYACYL-COA	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA	https://metacyc.org/compound?orgid=META&id=2-METHYL-3-HYDROXY-BUTYRYL-COA
THR	6	Chemicals, FRAMES, Amino-Acids-20, Compounds, Alpha-Amino-Acids, Amino-Acids, Polar-amino-acids, All-Carboxy-Acids, Carboxylates, L-Amino-Acids, Organic-Acids, Acids, Uncharged-polar-amino-acids, All-Amino-Acids, Compounds-And-Elements	L-threonine	https://metacyc.org/compound?orgid=META&id=THR
1-KETO-2-METHYLVALERATE	6	Chemicals, Compounds, FRAMES, Compounds-And-Elements	(R)-2,3-dihydroxy-3-methylpentanoate	https://metacyc.org/compound?orgid=META&id=1-KETO-2-METHYLVALERATE
4-MALEYL-ACETOACETATE	6	Chemicals, Compounds, FRAMES, Compounds-And-Elements	4-maleyl-acetoacetate	https://metacyc.org/compound?orgid=META&id=4-MALEYL-ACETOACETATE
CARNOSINE	6	DIPEPTIDES, Chemicals, FRAMES, Peptides, Compounds, OLIGOPEPTIDES, Dipeptides-With-Hist-C-Terminal-Position, Compounds-And-Elements	carnosine	https://metacyc.org/compound?orgid=META&id=CARNOSINE
11Z-icos-11-enoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a gondoyl-[acp]	https://metacyc.org/compound?orgid=META&id=11Z-icos-11-enoyl-ACPs
Cis-vaccenoyl-ACPs	6	Chemicals, ACYL-ACP, FRAMES, Fatty-acyl-ACPs, Saturated-Fatty-Acyl-ACPs, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs, Polypeptides, Long-Chain-Acyl-ACPs	a cis-vaccenoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-vaccenoyl-ACPs
HIS	6	Chemicals, FRAMES, Basic-Amino-Acids, Positively-charged-polar-amino-acids, Amino-Acids-20, Compounds, Alpha-Amino-Acids, Amino-Acids, Polar-amino-acids, Aromatic-L-Amino-Acids, All-Carboxy-Acids, Carboxylates, L-Amino-Acids, Organic-Acids, Acids, Aromatic-Amino-Acids, All-Amino-Acids, Compounds-And-Elements	L-histidine	https://metacyc.org/compound?orgid=META&id=HIS
11Z-3-oxo-icos-11-enoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	an (11Z)-3-oxo-icos-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=11Z-3-oxo-icos-11-enoyl-ACPs
3R-11Z-3-hydroxy-icos-11-enoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a (3R,11Z)-3-hydroxy-icos-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-11Z-3-hydroxy-icos-11-enoyl-ACPs
Palmitoleoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a palmitoleoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Palmitoleoyl-ACPs
2E-11Z-icosa-2-11-dienoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, a-polyunsaturated-acyl-acp, Macromolecules, Proteins	a (2E,11Z)-icosa-2,11-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-11Z-icosa-2-11-dienoyl-ACPs
CPD-9247	6	Organic-Acids, Chemicals, Unsaturated-Fatty-Acids, Acids, FRAMES, Long-Chain-Fatty-Acids, Vaccenate, Fatty-Acids, Compounds, All-Carboxy-Acids, Compounds-And-Elements, Monounsaturated-fatty-acids, Carboxylates	cis-vaccenate	https://metacyc.org/compound?orgid=META&id=CPD-9247
HISTIDINOL	6	Chemicals, Compounds, FRAMES, Compounds-And-Elements	histidinol	https://metacyc.org/compound?orgid=META&id=HISTIDINOL
CPD-9245	6	Unsaturated-Fatty-Acids, Chemicals, FRAMES, Fatty-Acids, Compounds, CPD66-39, Monounsaturated-fatty-acids, All-Carboxy-Acids, Carboxylates, Organic-Acids, Acids, Long-Chain-Fatty-Acids, Hexadecenoates, Long-Chain-234-Saturated-Fatty-Acids, Compounds-And-Elements	palmitoleate	https://metacyc.org/compound?orgid=META&id=CPD-9245
3-oxo-cis-vaccenoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, B-KETOACYL-ACP, Macromolecules, Proteins, Long-Chain-3-oxo-ACPs	an (11Z)-3-oxooctadec-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-cis-vaccenoyl-ACPs
Oleoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	an oleoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Oleoyl-ACPs
R-3-hydroxy-cis-vaccenoyl-ACPs	6	Polypeptides, OH-ACYL-ACP, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins	a (3R,11Z)-3-hydroxyoctadec-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=R-3-hydroxy-cis-vaccenoyl-ACPs
cis-vaccen-2-enoyl-ACPs	6	TRANS-D2-ENOYL-ACP, Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a (2E,11Z)-octadeca-2,11-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=cis-vaccen-2-enoyl-ACPs
CPD-9409	6	Chemicals, Compounds, Esters, FRAMES, All-Coas, Compounds-And-Elements, Thioesters	(2R,3S)-&beta;-methylmalyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-9409
OXALYL-COA	6	Chemicals, Compounds, Esters, FRAMES, All-Coas, Compounds-And-Elements, Thioesters	oxalyl-CoA	https://metacyc.org/compound?orgid=META&id=OXALYL-COA
5Z-tetradec-5-enoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, Monounsaturated-acyl-ACPs	a (5Z)-tetradec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=5Z-tetradec-5-enoyl-ACPs
CPD-9408	6	Chemicals, Compounds, Esters, FRAMES, All-Coas, Compounds-And-Elements, Thioesters	2-methylfumaryl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-9408
4-HYDROXY-BUTYRATE	6	OMEGA-HYDROXY-FATTY-ACID, Organic-Acids, Chemicals, Acids, FRAMES, Hydroxy-carboxylates, Fatty-Acids, Omega-Hydroxy-Short-Chain-Fatty-Acid, Hydroxy-fatty-acids, Omega-Hydroxy-Me-Branched-Lipids, Compounds, Lipids, Carboxylates, Compounds-And-Elements, All-Carboxy-Acids	4-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=4-HYDROXY-BUTYRATE
Cis-delta-3-decenoyl-ACPs	6	Polypeptides, Chemicals, ACYL-ACP, FRAMES, All-ACPs, Modified-Proteins, Macromolecules, Proteins, CIS-ENOYL-ACP, Monounsaturated-acyl-ACPs	a (3Z)-dec-3-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-delta-3-decenoyl-ACPs
