BSI__PFLU_U_BE1__K141_173029_22-MONOMER	BSI__PFLU_U_BE1__K141_173029_22		NIL	
BSI__PFLU_U_BE1__K141_101439_445-MONOMER	BSI__PFLU_U_BE1__K141_101439_445		NIL	
BSI__PFLU_U_BE1__K141_173029_23-MONOMER	BSI__PFLU_U_BE1__K141_173029_23		NIL	
BSI__PFLU_U_BE1__K141_101439_446-MONOMER	BSI__PFLU_U_BE1__K141_101439_446		NIL	
BSI__PFLU_U_BE1__K141_173029_24-MONOMER	BSI__PFLU_U_BE1__K141_173029_24		NIL	
BSI__PFLU_U_BE1__K141_101439_447-MONOMER	BSI__PFLU_U_BE1__K141_101439_447		NIL	
BSI__PFLU_U_BE1__K141_173029_25-MONOMER	BSI__PFLU_U_BE1__K141_173029_25		NIL	
BSI__PFLU_U_BE1__K141_101439_448-MONOMER	BSI__PFLU_U_BE1__K141_101439_448		NIL	
BSI__PFLU_U_BE1__K141_173029_26-MONOMER	BSI__PFLU_U_BE1__K141_173029_26		NIL	
BSI__PFLU_U_BE1__K141_101439_449-MONOMER	BSI__PFLU_U_BE1__K141_101439_449		NIL	
BSI__PFLU_U_BE1__K141_173029_27-MONOMER	BSI__PFLU_U_BE1__K141_173029_27		NIL	
BSI__PFLU_U_BE1__K141_173029_28-MONOMER	BSI__PFLU_U_BE1__K141_173029_28		NIL	
BSI__PFLU_U_BE1__K141_173029_29-MONOMER	BSI__PFLU_U_BE1__K141_173029_29		NIL	
BSI__PFLU_U_BE1__K141_173029_30-MONOMER	BSI__PFLU_U_BE1__K141_173029_30		NIL	
BSI__PFLU_U_BE1__K141_173029_31-MONOMER	BSI__PFLU_U_BE1__K141_173029_31		NIL	
BSI__PFLU_U_BE1__K141_173029_32-MONOMER	BSI__PFLU_U_BE1__K141_173029_32		NIL	
BSI__PFLU_U_BE1__K141_173029_33-MONOMER	BSI__PFLU_U_BE1__K141_173029_33		NIL	
BSI__PFLU_U_BE1__K141_173029_34-MONOMER	BSI__PFLU_U_BE1__K141_173029_34		NIL	
BSI__PFLU_U_BE1__K141_173029_35-MONOMER	BSI__PFLU_U_BE1__K141_173029_35		NIL	
BSI__PFLU_U_BE1__K141_173029_36-MONOMER	BSI__PFLU_U_BE1__K141_173029_36		NIL	
BSI__PFLU_U_BE1__K141_173029_37-MONOMER	BSI__PFLU_U_BE1__K141_173029_37		NIL	
BSI__PFLU_U_BE1__K141_173029_38-MONOMER	BSI__PFLU_U_BE1__K141_173029_38		NIL	
BSI__PFLU_U_BE1__K141_173029_39-MONOMER	BSI__PFLU_U_BE1__K141_173029_39		NIL	
BSI__PFLU_U_BE1__K141_173029_40-MONOMER	BSI__PFLU_U_BE1__K141_173029_40		NIL	
BSI__PFLU_U_BE1__K141_173029_41-MONOMER	BSI__PFLU_U_BE1__K141_173029_41		NIL	
BSI__PFLU_U_BE1__K141_173029_42-MONOMER	BSI__PFLU_U_BE1__K141_173029_42		NIL	
BSI__PFLU_U_BE1__K141_173029_43-MONOMER	BSI__PFLU_U_BE1__K141_173029_43		NIL	
BSI__PFLU_U_BE1__K141_173029_44-MONOMER	BSI__PFLU_U_BE1__K141_173029_44		NIL	
BSI__PFLU_U_BE1__K141_173029_45-MONOMER	BSI__PFLU_U_BE1__K141_173029_45		NIL	
BSI__PFLU_U_BE1__K141_173029_46-MONOMER	BSI__PFLU_U_BE1__K141_173029_46		NIL	
BSI__PFLU_U_BE1__K141_173029_47-MONOMER	BSI__PFLU_U_BE1__K141_173029_47		NIL	
BSI__PFLU_U_BE1__K141_173029_48-MONOMER	BSI__PFLU_U_BE1__K141_173029_48		NIL	
BSI__PFLU_U_BE1__K141_173029_49-MONOMER	BSI__PFLU_U_BE1__K141_173029_49		NIL	
BSI__PFLU_U_BE1__K141_173029_50-MONOMER	BSI__PFLU_U_BE1__K141_173029_50		NIL	
BSI__PFLU_U_BE1__K141_173029_51-MONOMER	BSI__PFLU_U_BE1__K141_173029_51		NIL	
BSI__PFLU_U_BE1__K141_173029_52-MONOMER	BSI__PFLU_U_BE1__K141_173029_52		NIL	
BSI__PFLU_U_BE1__K141_173029_53-MONOMER	BSI__PFLU_U_BE1__K141_173029_53		NIL	
BSI__PFLU_U_BE1__K141_173029_54-MONOMER	BSI__PFLU_U_BE1__K141_173029_54		NIL	
BSI__PFLU_U_BE1__K141_173029_55-MONOMER	BSI__PFLU_U_BE1__K141_173029_55		NIL	
BSI__PFLU_U_BE1__K141_173029_56-MONOMER	BSI__PFLU_U_BE1__K141_173029_56		NIL	
BSI__PFLU_U_BE1__K141_101439_450-MONOMER	BSI__PFLU_U_BE1__K141_101439_450		NIL	
BSI__PFLU_U_BE1__K141_173029_57-MONOMER	BSI__PFLU_U_BE1__K141_173029_57		NIL	
BSI__PFLU_U_BE1__K141_101439_451-MONOMER	BSI__PFLU_U_BE1__K141_101439_451		NIL	
