Compound	Cluster	Classes	Common names	MetaCyc link
CPD-3633	3	Compounds-And-Elements, Carboxylates, Uncharged-polar-amino-acids, Acids, Compounds, Polar-amino-acids, Amino-Acids, FRAMES, Organic-Acids, Chemicals, D-Amino-Acids, All-Carboxy-Acids, All-Amino-Acids	D-asparagine	https://metacyc.org/compound?orgid=META&id=CPD-3633
KDO	3	Compounds-And-Elements, Carboxylates, Carbohydrates, CPD-21351, FRAMES, Organic-Acids, Glycans, Acids, Chemicals, Ketoaldonates, Compounds, Carbohydrate-acids, All-Carboxy-Acids, All-Carbohydrates	3-deoxy-&alpha;-D-manno-2-octulosonate	https://metacyc.org/compound?orgid=META&id=KDO
THYMIDINE	3	Compounds-And-Elements, All-Nucleosides, Diazines, Pyrimidine-Deoxyribonucleosides, Nitrogen-Molecular-Entities, Nucleosides, Compounds, Organic-heterocyclic-compound, Deoxy-Ribonucleosides, Pyrimidine-Nucleosides, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organonitrogen-Heterocyclic-Compounds, FRAMES, Chemicals, Pyrimidines	thymidine	https://metacyc.org/compound?orgid=META&id=THYMIDINE
UROCANATE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	urocanate	https://metacyc.org/compound?orgid=META&id=UROCANATE
CPD-22403	3	Compounds-And-Elements, Lipids, Carbohydrates, Glycolipids, Lipid-A-Disaccharide, FRAMES, Glycoconjugates, Glycans, Chemicals, Compounds, All-Carbohydrates	lipid A disaccharide (P. putida)	https://metacyc.org/compound?orgid=META&id=CPD-22403
CPD-254	3	Compounds-And-Elements, Modified-Bases, All-Nucleosides, Chemicals, Compounds, FRAMES	5-hydroxymethyluracil	https://metacyc.org/compound?orgid=META&id=CPD-254
CPD-19753	3	Compounds-And-Elements, Carboxylates, Carbohydrates, FRAMES, Organic-Acids, Glycans, Acids, Chemicals, Ketoaldonates, Compounds, Carbohydrate-acids, All-Carboxy-Acids, All-Carbohydrates	2-dehydro-3-deoxy-D-octonate	https://metacyc.org/compound?orgid=META&id=CPD-19753
KDO-8P	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	3-deoxy-D-manno-octulosonate 8-phosphate	https://metacyc.org/compound?orgid=META&id=KDO-8P
2-DH-3-DO-D-ARABINONATE	3	Compounds-And-Elements, Carboxylates, Carbohydrates, FRAMES, Organic-Acids, Glycans, Acids, Chemicals, Ketoaldonates, Compounds, Carbohydrate-acids, All-Carboxy-Acids, All-Carbohydrates	2-dehydro-3-deoxy-D-pentonate	https://metacyc.org/compound?orgid=META&id=2-DH-3-DO-D-ARABINONATE
2-KETO-3-DEOXY-6-P-GLUCONATE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	2-dehydro-3-deoxy-D-gluconate 6-phosphate	https://metacyc.org/compound?orgid=META&id=2-KETO-3-DEOXY-6-P-GLUCONATE
D-MANNONATE	3	Compounds-And-Elements, Carboxylates, Carbohydrates, Glycans, Acids, Compounds, FRAMES, Monocarboxylates, Organic-Acids, Chemicals, Carbohydrate-acids, Aldonic-Acids, All-Carboxy-Acids, All-Carbohydrates	D-mannonate	https://metacyc.org/compound?orgid=META&id=D-MANNONATE
CPD-18064	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	3,8-dideoxy-8-oxo-&alpha;-D-manno-octulosonate	https://metacyc.org/compound?orgid=META&id=CPD-18064
CPD-471	3	Compounds-And-Elements, Carboxylates, Non-alpha-amino-acids, Amino-Acids, Beta-amino-acids, FRAMES, 3-AMINO-ISOBUTYRATE, Organic-Acids, Acids, Chemicals, Compounds, All-Carboxy-Acids, All-Amino-Acids	(R)-3-amino-2-methylpropanoate	https://metacyc.org/compound?orgid=META&id=CPD-471
CPD-15586	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	2-amino-2-deoxy-D-gluconate 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-15586
CPD-22404	3	Compounds-And-Elements, Lipids, Carbohydrates, Glycolipids, FRAMES, Glycoconjugates, Lipid-X, Glycans, Chemicals, Compounds, All-Carbohydrates	lipid X (P. putida)	https://metacyc.org/compound?orgid=META&id=CPD-22404
CPD-15936	3	Compounds-And-Elements, Secondary-Metabolites, Chemicals, Compounds, POLYKETIDE, FRAMES	tetracenomycin F2	https://metacyc.org/compound?orgid=META&id=CPD-15936
D-TAGATURONATE	3	Compounds-And-Elements, Carboxylates, Carbohydrates, Uronates, FRAMES, Monocarboxylates, Hexuronates, Organic-Acids, Glycans, Acids, Chemicals, Compounds, Carbohydrate-acids, All-Carboxy-Acids, All-Carbohydrates	D-tagaturonate	https://metacyc.org/compound?orgid=META&id=D-TAGATURONATE
CPD-12247	3	Compounds-And-Elements, Peptides, Chemicals, Modified-Peptides, Compounds, FRAMES, Depsipeptides	D-alanyl-D-lactate	https://metacyc.org/compound?orgid=META&id=CPD-12247
CPD0-2018	3	Compounds-And-Elements, Modified-Bases, All-Nucleosides, Chemicals, Compounds, FRAMES	5-methylcytosine	https://metacyc.org/compound?orgid=META&id=CPD0-2018
CPD-7643	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	(5-formylfuran-3-yl)methyl phosphate	https://metacyc.org/compound?orgid=META&id=CPD-7643
CPD-12118	3	Redox-Electron-Carriers, Compounds-And-Elements, Menaquinols, Demethylmenaquinols, Acceptors, FRAMES, Aromatics, Membrane-Electron-Carriers, ETR-Quinols, Reduced-Quinones, Chemicals, Compounds, Modified-Menaquinols	demethylmenaquinol-9	https://metacyc.org/compound?orgid=META&id=CPD-12118
FORMYL-ISOGLUTAMINE	3	Compounds-And-Elements, Carboxylates, Modified-Amino-Acids, N-Substituted-Amino-Acids, Acids, N-Acylated-Amino-Acids, Compounds, L-Amino-Acids, N-ACYL-L-AMINO-ACID, Amino-Acids, FRAMES, Organic-Acids, Chemicals, N-alpha-Acylated-L-Amino-Acids, All-Carboxy-Acids, All-Amino-Acids	formyl-L-isoglutamine	https://metacyc.org/compound?orgid=META&id=FORMYL-ISOGLUTAMINE
THYMINE	3	Compounds-And-Elements, All-Nucleosides, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Pyrimidine-Bases, Organonitrogen-Heterocyclic-Compounds, Diazines, FRAMES, Chemicals, Nitrogen-Molecular-Entities, Pyrimidines, Compounds, Organic-heterocyclic-compound, Bases	thymine	https://metacyc.org/compound?orgid=META&id=THYMINE
3-UREIDO-ISOBUTYRATE	3	Compounds-And-Elements, Carboxylates, Ureido-Compounds, FRAMES, Organic-Acids, Acids, Chemicals, Compounds, Ureidocarboxylates, All-Carboxy-Acids	3-(carbamoylamino)-2-methylpropanoate	https://metacyc.org/compound?orgid=META&id=3-UREIDO-ISOBUTYRATE
CPD-12116	3	Redox-Electron-Carriers, Compounds-And-Elements, Menaquinols, Demethylmenaquinols, Acceptors, FRAMES, Aromatics, Membrane-Electron-Carriers, ETR-Quinols, Reduced-Quinones, Chemicals, Compounds, Modified-Menaquinols	demethylmenaquinol-6	https://metacyc.org/compound?orgid=META&id=CPD-12116
2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	2'-(5''-triphospho-&alpha;-D-ribosyl)-3'-dephospho-CoA	https://metacyc.org/compound?orgid=META&id=2-5-TRIPHOSPHORIBOSYL-3-DEPHOSPHO-
2-METHYLMALEATE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	citraconate	https://metacyc.org/compound?orgid=META&id=2-METHYLMALEATE
CPD-12150	3	Compounds-And-Elements, Carboxylates, Amino-Acids, FRAMES, Organic-Acids, Acids, Chemicals, D-Amino-Acids, Compounds, All-Carboxy-Acids, All-Amino-Acids	D-leucine	https://metacyc.org/compound?orgid=META&id=CPD-12150
CPD-12115	3	Redox-Electron-Carriers, Compounds-And-Elements, Menaquinols, Demethylmenaquinols, Acceptors, FRAMES, Aromatics, Membrane-Electron-Carriers, ETR-Quinols, Reduced-Quinones, Chemicals, Compounds, Modified-Menaquinols	demethylmenaquinol-8	https://metacyc.org/compound?orgid=META&id=CPD-12115
ALLANTOATE	3	Compounds-And-Elements, Carboxylates, FRAMES, Monocarboxylates, Organic-Acids, Acids, Chemicals, Carboxamides, Compounds, All-Carboxy-Acids, Amides	allantoate	https://metacyc.org/compound?orgid=META&id=ALLANTOATE
CPD-13524	3	Polyisoprenoids, Compounds-And-Elements, Diterpenes, Lipids, Compounds, FRAMES, Vitamin-A, Retinols, Secondary-Metabolites, Chemicals, Terpenoids, Retinoids, Vitamins	all-trans-retinol	https://metacyc.org/compound?orgid=META&id=CPD-13524
CPD-19715	3	Compounds-And-Elements, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organonitrogen-Heterocyclic-Compounds, Bilins, FRAMES, Chemicals, Nitrogen-Molecular-Entities, Compounds, Organic-heterocyclic-compound, Polypyrroles	mycobilin b	https://metacyc.org/compound?orgid=META&id=CPD-19715
CMP-KDO	3	Compounds-And-Elements, Nucleotides, All-Nucleosides, CMP-SUGARS, Carbohydrates, NMP-Sugars, Modified-Nucleotides, FRAMES, Glycans, Carbohydrate-Derivatives, Chemicals, Compounds, NUCLEOTIDE-SUGARS, All-Carbohydrates	CMP-3-deoxy-&beta;-D-manno-octulosonate	https://metacyc.org/compound?orgid=META&id=CMP-KDO
CHOCOLA_A	3	Compounds-And-Elements, Polyisoprenoids, Esters, Retinyl-Esters, Terpenoids, Lipids, Compounds, FRAMES, Retinoids, Secondary-Metabolites, Chemicals, Diterpenes, All-trans-Retinyl-Esters	all-trans-retinyl palmitate	https://metacyc.org/compound?orgid=META&id=CHOCOLA_A
CPD-12119	3	Redox-Electron-Carriers, Compounds-And-Elements, Menaquinols, Demethylmenaquinols, Acceptors, FRAMES, Aromatics, Membrane-Electron-Carriers, ETR-Quinols, Reduced-Quinones, Chemicals, Compounds, Modified-Menaquinols	demethylmenaquinol-10	https://metacyc.org/compound?orgid=META&id=CPD-12119
CPD-10819	3	Compounds-And-Elements, Cofactors, Organic-heterobicyclic-compounds, Organic-Heteropolycyclic-Compounds, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organonitrogen-Heterocyclic-Compounds, All-Biopterines, FRAMES, Pteridines, Chemicals, Pterins, Nitrogen-Molecular-Entities, Compounds, Organic-heterocyclic-compound	L-erythro-biopterin	https://metacyc.org/compound?orgid=META&id=CPD-10819
N-FORMIMINO-L-GLUTAMATE	3	Compounds-And-Elements, Carboxylates, Modified-Amino-Acids, N-Substituted-Amino-Acids, N-Acylated-Aliphatic-Amino-Acids, Acids, N-Acylated-Amino-Acids, Compounds, L-Amino-Acids, N-ACYL-L-AMINO-ACID, Amino-Acids, FRAMES, Organic-Acids, Chemicals, N-alpha-Acylated-L-Amino-Acids, All-Carboxy-Acids, All-Amino-Acids	N-formimino-L-glutamate	https://metacyc.org/compound?orgid=META&id=N-FORMIMINO-L-GLUTAMATE
CPD0-882	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	1,6-anhydro-N-acetyl-&beta;-muramate	https://metacyc.org/compound?orgid=META&id=CPD0-882
CPD-19716	3	Compounds-And-Elements, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organonitrogen-Heterocyclic-Compounds, Bilins, FRAMES, Chemicals, Nitrogen-Molecular-Entities, Compounds, Organic-heterocyclic-compound, Polypyrroles	mycobilin a	https://metacyc.org/compound?orgid=META&id=CPD-19716
ISOGLUTAMINE	3	Compounds-And-Elements, L-Amino-Acids, Carboxylates, Amino-Acids, FRAMES, Organic-Acids, Acids, Chemicals, Compounds, All-Carboxy-Acids, All-Amino-Acids	L-isoglutamine	https://metacyc.org/compound?orgid=META&id=ISOGLUTAMINE
RETINAL	3	Compounds-And-Elements, Retinals, Polyisoprenoids, Aldehydes-Or-Ketones, Compounds, Diterpenes, Vitamins, Aldehydes, Lipids, FRAMES, Vitamin-A, Secondary-Metabolites, Chemicals, Terpenoids, Retinoids	all-trans-retinal	https://metacyc.org/compound?orgid=META&id=RETINAL
2-AMINOMUCONATE_SEMIALDEHYDE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	(2Z,4E)-2-amino-6-oxohexa-2,4-dienoate	https://metacyc.org/compound?orgid=META&id=2-AMINOMUCONATE_SEMIALDEHYDE
DIHYDROXYNAPHTHOATE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	1,4-dihydroxy-2-naphthoate	https://metacyc.org/compound?orgid=META&id=DIHYDROXYNAPHTHOATE
INDOLEYL-CPD	3	Compounds-And-Elements, Compounds, FRAMES, Aromatics, Indoles, Chemicals, Indole-Derivatives, Nitriles	(indol-3-yl)acetonitrile	https://metacyc.org/compound?orgid=META&id=INDOLEYL-CPD
CPD-448	3	Compounds-And-Elements, Carbohydrates, FRAMES, Hexose-1-Phosphate, D-glucose-1-phosphates, Carbohydrate-Derivatives, Hexose-phosphates, Glycans, Sugar-1-Phosphate, Chemicals, Sugar-Phosphate, Compounds, All-Carbohydrates	&beta;-D-glucopyranose 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-448
FORMAMIDE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	formamide	https://metacyc.org/compound?orgid=META&id=FORMAMIDE
D-Galactopyranuronate	3	Compounds-And-Elements, Carboxylates, Carbohydrates, Pyranuronates, Uronates, D-GALACTURONATE, Hexuronates, Glycans, Acids, Compounds, Galacturonate, FRAMES, Monocarboxylates, Organic-Acids, Chemicals, Carbohydrate-acids, All-Carboxy-Acids, All-Carbohydrates	D-galactopyranuronate	https://metacyc.org/compound?orgid=META&id=D-Galactopyranuronate
CPD-15633	3	Compounds-And-Elements, Carboxylates, Carbohydrates, Uronates, D-GALACTURONATE, Hexuronates, Glycans, Acids, Compounds, Galacturonate, FRAMES, Monocarboxylates, Organic-Acids, Chemicals, Carbohydrate-acids, All-Carboxy-Acids, All-Carbohydrates	aldehydo-D-galacturonate	https://metacyc.org/compound?orgid=META&id=CPD-15633
CPD-13469	3	Compounds-And-Elements, Carbohydrates, FRAMES, Carbohydrate-Derivatives, Glycans, Chemicals, Sugar-Phosphate, D-GLUCOSAMINE-6-P, Compounds, SUGAR-6-PHOSPHATES, All-Carbohydrates	&alpha;-D-glucosamine 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-13469
CPD-22402	3	Compounds-And-Elements, Lipids, Lipid-A, Carbohydrates, Glycolipids, FRAMES, Glycoconjugates, Glycans, Chemicals, Lipid-IVA, Lipid-A-containing-Glycolipids, Compounds, All-Carbohydrates	lipid IVA (P. putida)	https://metacyc.org/compound?orgid=META&id=CPD-22402
N2-SUCCINYLGLUTAMATE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	N2-succinylglutamate	https://metacyc.org/compound?orgid=META&id=N2-SUCCINYLGLUTAMATE
CPD-16467	3	Compounds-And-Elements, Carboxylates, FRAMES, Organic-Acids, Acids, dicarboxylate, Chemicals, Compounds, All-Carboxy-Acids	3-[(1-carboxyvinyl)oxy]benzoate	https://metacyc.org/compound?orgid=META&id=CPD-16467
CPD-18118	3	Compounds-And-Elements, All-Carbohydrates, Carbohydrates, FRAMES, Pentose-phosphates, Carbohydrate-Derivatives, PENTOSE-5-PHOSPHATES, Glycans, Chemicals, SUGAR-5-PHOSPHATES, Sugar-Phosphate, Compounds, Arabinose-5P	D-arabinofuranose 5-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-18118
CPD-31	3	Compounds-And-Elements, Chemicals, CPD-14325, Compounds, FRAMES	(R)-citramalate	https://metacyc.org/compound?orgid=META&id=CPD-31
CPD-569	3	Compounds-And-Elements, Aliphatic-Diamines, All-Amines, Diamines, FRAMES, Chemicals, Aliphatic-N-Acetyl-Diamines, Compounds, Polyamines, Aliphatic-Amines	N-acetylputrescine	https://metacyc.org/compound?orgid=META&id=CPD-569
CPD-330	3	Compounds-And-Elements, Gamma-lactones, Esters, Chemicals, Compounds, FRAMES, Lactones	L-galactono-1,4-lactone	https://metacyc.org/compound?orgid=META&id=CPD-330
GLUCONATE	3	Compounds-And-Elements, Carboxylates, Carbohydrates, Glycans, Acids, Compounds, FRAMES, Monocarboxylates, Organic-Acids, Chemicals, Carbohydrate-acids, Aldonic-Acids, All-Carboxy-Acids, All-Carbohydrates	D-gluconate	https://metacyc.org/compound?orgid=META&id=GLUCONATE
CPD-7246	3	Compounds-And-Elements, Hexosamines, Carbohydrates, Monosaccharides, Amino-Sugars, Glycans, Hexose-phosphates, Sugar-1-Phosphate, Sugar-Phosphate, Compounds, N-acetyl-a-D-hexosamine-1-phosphates, FRAMES, Hexose-1-Phosphate, Sugar, Carbohydrate-Derivatives, Chemicals, Alpha-Hexose-1-Phosphates, All-Carbohydrates	N-acetyl-&alpha;-D-galactosamine 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-7246
4-OXOGLUTARAMATE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	4-oxoglutaramate	https://metacyc.org/compound?orgid=META&id=4-OXOGLUTARAMATE
D-XYLONATE	3	Compounds-And-Elements, Carboxylates, Carbohydrates, Monosaccharides, Glycans, Acids, Compounds, FRAMES, Organic-Acids, Sugar, Chemicals, Carbohydrate-acids, Aldonic-Acids, All-Carboxy-Acids, All-Carbohydrates	D-xylonate	https://metacyc.org/compound?orgid=META&id=D-XYLONATE
CPD0-1110	3	Compounds-And-Elements, D-Aldoses, Carbohydrates, Aldoses, Monosaccharides, Glycans, D-aldopyranoses, RIBOSE, Aldehydes-Or-Ketones, Compounds, All-Carbohydrates, Aldopyranoses, Aldehydes, Aldopentoses, Pentoses, FRAMES, Sugar, D-aldopentose, Chemicals, Ribose, D-Pentoses, D-Ribopyranose	&beta;-D-ribopyranose	https://metacyc.org/compound?orgid=META&id=CPD0-1110
CPD-21306	3	Redox-Electron-Carriers, Compounds-And-Elements, Menaquinols, Demethylmenaquinols, Acceptors, FRAMES, Aromatics, Membrane-Electron-Carriers, ETR-Quinols, Reduced-Quinones, Chemicals, Compounds, Modified-Menaquinols	demethylmenaquinol-4	https://metacyc.org/compound?orgid=META&id=CPD-21306
DIHYDRO-THYMINE	3	Compounds-And-Elements, All-Nucleosides, Diazines, Nitrogen-Molecular-Entities, Compounds, Organic-heterocyclic-compound, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organonitrogen-Heterocyclic-Compounds, FRAMES, Modified-Bases, Chemicals, Pyrimidines	5,6-dihydrothymine	https://metacyc.org/compound?orgid=META&id=DIHYDRO-THYMINE
2-DEHYDRO-3-DEOXY-D-GLUCONATE	3	2-Oxo-Acids, Compounds-And-Elements, Carboxylates, FRAMES, Organic-Acids, Acids, Chemicals, 2-Oxo-carboxylates, Compounds, All-Carboxy-Acids	2-dehydro-3-deoxy-D-gluconate	https://metacyc.org/compound?orgid=META&id=2-DEHYDRO-3-DEOXY-D-GLUCONATE
CPD-16618	3	Compounds-And-Elements, CPD-5682, Aldehydes-Or-Ketones, Chemicals, Compounds, FRAMES	L-malic semialdehyde	https://metacyc.org/compound?orgid=META&id=CPD-16618
4-IMIDAZOLONE-5-PROPIONATE	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	4-imidazolone-5-propanoate	https://metacyc.org/compound?orgid=META&id=4-IMIDAZOLONE-5-PROPIONATE
D-ALTRONATE	3	Compounds-And-Elements, Carboxylates, Carbohydrates, FRAMES, Organic-Acids, Glycans, Acids, Chemicals, Compounds, Aldonic-Acids, Carbohydrate-acids, All-Carboxy-Acids, All-Carbohydrates	D-altronate	https://metacyc.org/compound?orgid=META&id=D-ALTRONATE
CPD0-881	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	N-acetyl-D-muramate 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD0-881
GLUTAMIDE	3	Compounds-And-Elements, Carboxylates, Amino-Acids, FRAMES, Organic-Acids, Acids, Chemicals, D-Amino-Acids, Compounds, All-Carboxy-Acids, All-Amino-Acids	D-glutamine	https://metacyc.org/compound?orgid=META&id=GLUTAMIDE
CPD-10683	3	Compounds-And-Elements, Carbohydrate-phosphates, Carbohydrates, Disaccharide-phosphates, FRAMES, Carbohydrate-Derivatives, Glycans, Chemicals, Compounds, All-Carbohydrates	mannosylfructose-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-10683
CPD-7247	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	all-trans-13,14-dihydroretinol	https://metacyc.org/compound?orgid=META&id=CPD-7247
CPD-12249	3	Compounds-And-Elements, Peptides, Dipeptides-Of-D-Amino-Acids, FRAMES, DIPEPTIDES, Chemicals, Compounds, OLIGOPEPTIDES	D-alanyl-D-serine	https://metacyc.org/compound?orgid=META&id=CPD-12249
2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI	3	Compounds-And-Elements, Compounds, Chemicals, FRAMES	2-amino-3-carboxymuconate-6-semialdehyde	https://metacyc.org/compound?orgid=META&id=2-AMINO-3-3-OXOPROP-2-ENYL-BUT-2-ENEDI
10-FORMYL-DIHYDROFOLATE-GLU-N	4	Pteroates, Compounds-And-Elements, Cofactors, All-Folates, DIHYDROFOLATE-GLU-N, Organic-Heteropolycyclic-Compounds, Dihydrofolate-Derivatives, Pteridines, Nitrogen-Molecular-Entities, Compounds, Organic-heterocyclic-compound, Vitamins, Organic-heterobicyclic-compounds, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organonitrogen-Heterocyclic-Compounds, FRAMES, Chemicals, Pterins	an N10-formyl-7,8-dihydrofolate	https://metacyc.org/compound?orgid=META&id=10-FORMYL-DIHYDROFOLATE-GLU-N
CPD-9646	4	Polyisoprenoids, Compounds-And-Elements, CIS-TRANS-POLYISOPRENYL-P, Lipids, Isoprenoid-Derivatives, FRAMES, Isoprenoid-Phosphates, Chemicals, Polyisoprenyl-Monophosphates, Compounds	di-trans,octa-cis-undecaprenyl phosphate	https://metacyc.org/compound?orgid=META&id=CPD-9646
CPD-14931	4	Pteroates, Compounds-And-Elements, Cofactors, All-Folates, Organic-Heteropolycyclic-Compounds, Pteridines, Nitrogen-Molecular-Entities, THF-Derivatives, Compounds, Organic-heterocyclic-compound, Vitamins, Organic-heterobicyclic-compounds, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organonitrogen-Heterocyclic-Compounds, FRAMES, Chemicals, Pterins	4a-hydroxy-N10-formyltetrahydrofolate	https://metacyc.org/compound?orgid=META&id=CPD-14931
CPD-16500	4	Inorganic-Compounds, Compounds-And-Elements, Chemicals, CPD-16499, FRAMES, Compounds, Inorganic-Minerals	[FeO(OH)] monomer	https://metacyc.org/compound?orgid=META&id=CPD-16500
L-DOPACHROME	4	Compounds-And-Elements, Indoles, Chemicals, Indole-Derivatives, Compounds, FRAMES, Aromatics	L-dopachrome	https://metacyc.org/compound?orgid=META&id=L-DOPACHROME
DOPAMINE	4	Compounds-And-Elements, Benzenediols, Alcohols, Catechols, FRAMES, Aromatics, Chemicals, Compounds, Diols	dopamine	https://metacyc.org/compound?orgid=META&id=DOPAMINE
CPD-15154	4	Compounds-And-Elements, LONG-CHAIN-KETONE, FRAMES, Aldehydes-Or-Ketones, Chemicals, Quinones, Cyclic-Ketones, Compounds	5-S-cysteinyldopa	https://metacyc.org/compound?orgid=META&id=CPD-15154
DOPAQUINONE	4	Compounds-And-Elements, LONG-CHAIN-KETONE, FRAMES, Aldehydes-Or-Ketones, Chemicals, Quinones, Cyclic-Ketones, Compounds	dopaquinone	https://metacyc.org/compound?orgid=META&id=DOPAQUINONE
CPD-20261	4	Compounds-And-Elements, LONG-CHAIN-KETONE, FRAMES, Aldehydes-Or-Ketones, Chemicals, Quinones, Cyclic-Ketones, Compounds	2-S-cysteinyldopaquinone	https://metacyc.org/compound?orgid=META&id=CPD-20261
CPD-20262	4	Compounds-And-Elements, LONG-CHAIN-KETONE, FRAMES, Aldehydes-Or-Ketones, Chemicals, Quinones, Cyclic-Ketones, Compounds	5-S-cysteinyldopaquinone	https://metacyc.org/compound?orgid=META&id=CPD-20262
CPD-20264	4	Compounds-And-Elements, LONG-CHAIN-KETONE, FRAMES, Aldehydes-Or-Ketones, Chemicals, Quinones, Cyclic-Ketones, Compounds	8-[(2S)-2-amino-2-carboxylatoethyl]-5-hydroxy-2H-1,4-benzothiazine-3-carboxylate	https://metacyc.org/compound?orgid=META&id=CPD-20264
DIHYDROXYINDOLE	4	Compounds-And-Elements, Indoles, Chemicals, Indole-Derivatives, Compounds, FRAMES, Aromatics	5,6-dihydroxyindole	https://metacyc.org/compound?orgid=META&id=DIHYDROXYINDOLE
L-DIHYDROXY-PHENYLALANINE	4	Compounds-And-Elements, Carboxylates, Benzenediols, Acids, Compounds, Non-standard-amino-acids, Alcohols, Amino-Acids, Alpha-Amino-Acids, Catechols, FRAMES, Aromatics, Organic-Acids, Chemicals, All-Carboxy-Acids, Diols, All-Amino-Acids	L-dopa	https://metacyc.org/compound?orgid=META&id=L-DIHYDROXY-PHENYLALANINE
CPD-253	4	Compounds-And-Elements, Compounds, Chemicals, FRAMES	4,5-seco-dopa	https://metacyc.org/compound?orgid=META&id=CPD-253
NOREPINEPHRINE	4	Compounds-And-Elements, Benzenediols, Alcohols, Catechols, FRAMES, Aromatics, Chemicals, Compounds, Diols	(R)-noradrenaline	https://metacyc.org/compound?orgid=META&id=NOREPINEPHRINE
CPD-20263	4	Compounds-And-Elements, LONG-CHAIN-KETONE, FRAMES, Aldehydes-Or-Ketones, Chemicals, Quinones, Cyclic-Ketones, Compounds	7-[(2S)-2-amino-2-carboxylatoethyl]-5-hydroxy-2H-1,4-benzothiazine-3-carboxylate	https://metacyc.org/compound?orgid=META&id=CPD-20263
CPD-8652	4	Compounds-And-Elements, ALKALOID, FRAMES, Aromatics, Secondary-Metabolites, Indoles, Chemicals, Indole-Derivatives, Compounds	leucodopachrome	https://metacyc.org/compound?orgid=META&id=CPD-8652
CPD-20260	4	Compounds-And-Elements, LONG-CHAIN-KETONE, FRAMES, Aldehydes-Or-Ketones, Chemicals, Quinones, Cyclic-Ketones, Compounds	2-S-cysteinyldopa	https://metacyc.org/compound?orgid=META&id=CPD-20260
CPD-11281	5	Compounds-And-Elements, S-Substituted-Glutathione, Perthiols, FRAMES, ORGANOSULFUR, Thiols, Chemicals, All-Glutathiones, Compounds	S-sulfanylglutathione	https://metacyc.org/compound?orgid=META&id=CPD-11281
CPD-846	5	Compounds-And-Elements, Ions, Inorganic-Anions, FRAMES, Chemicals, Inorganic-Ions, Compounds, Anions	hydrosulfide	https://metacyc.org/compound?orgid=META&id=CPD-846
CPD-14133	5	Compounds-And-Elements, Nucleotides, All-Nucleosides, Dinucleotide, FRAMES, Chemicals, Compounds, NADPHX	(R)-NADPHX	https://metacyc.org/compound?orgid=META&id=CPD-14133
CPD-16459	5	Compounds-And-Elements, Inorganic-Phosphorus-Ions, Ions, Inorganic-Anions, FRAMES, Chemicals, Inorganic-Ions, Compounds, Anions	dihydrogen phosphate	https://metacyc.org/compound?orgid=META&id=CPD-16459
CPD-653	5	Compounds-And-Elements, Nucleotides, All-Nucleosides, Dinucleotide, NADHX, FRAMES, Chemicals, Compounds	(S)-NADHX	https://metacyc.org/compound?orgid=META&id=CPD-653
ADP	5	Compounds-And-Elements, All-Nucleosides, Chemicals, Compounds, FRAMES	ADP	https://metacyc.org/compound?orgid=META&id=ADP
MO+2	5	Compounds-And-Elements, Inorganic-Cations, Compounds, Divalent-Inorganic-Cations, Transition-Metal-Cations, Ions, FRAMES, Cations, Chemicals, Inorganic-Ions, Metal-Ions	Mo2+	https://metacyc.org/compound?orgid=META&id=MO+2
