Compound	Cluster	Classes	Common names	MetaCyc link
CPD-15586	5	FRAMES, Chemicals, Compounds, Compounds-And-Elements	2-amino-2-deoxy-D-gluconate 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-15586
3-UREIDO-ISOBUTYRATE	5	Chemicals, FRAMES, Ureidocarboxylates, Organic-Acids, Acids, Ureido-Compounds, Carboxylates, All-Carboxy-Acids, Compounds, Compounds-And-Elements	3-(carbamoylamino)-2-methylpropanoate	https://metacyc.org/compound?orgid=META&id=3-UREIDO-ISOBUTYRATE
CPD-471	5	Amino-Acids, Beta-amino-acids, Chemicals, Compounds-And-Elements, Non-alpha-amino-acids, FRAMES, Organic-Acids, Acids, All-Amino-Acids, Carboxylates, All-Carboxy-Acids, Compounds, 3-AMINO-ISOBUTYRATE	(R)-3-amino-2-methylpropanoate	https://metacyc.org/compound?orgid=META&id=CPD-471
D-XYLONATE	5	Aldonic-Acids, Carbohydrates, Glycans, Acids, Carboxylates, Compounds-And-Elements, Monosaccharides, Sugar, Chemicals, FRAMES, Organic-Acids, All-Carbohydrates, Carbohydrate-acids, All-Carboxy-Acids, Compounds	D-xylonate	https://metacyc.org/compound?orgid=META&id=D-XYLONATE
UDP-MANNACA	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, UDP-NAC-MANNOS, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-N-acetyl-&alpha;-D-mannosaminuronate	https://metacyc.org/compound?orgid=META&id=UDP-MANNACA
CPD0-1456	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-N-acetyl-&alpha;-D-muramoyl-L-alanine	https://metacyc.org/compound?orgid=META&id=CPD0-1456
4-AMINO-BUTYRALDEHYDE	5	Chemicals, All-Amines, Compounds, FRAMES, Aliphatic-Amines, Aliphatic-Omega-Amino-Aldehydes, Compounds-And-Elements	4-aminobutanal	https://metacyc.org/compound?orgid=META&id=4-AMINO-BUTYRALDEHYDE
UDP-OHMYR-ACETYLGLUCOSAMINE	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, UDP-3R-hydroxyacyl-GlcNAc, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-OHMYR-ACETYLGLUCOSAMINE
CPD-22406	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, UDP-3R-hydroxyacyl-GlcN, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22406
UDP-OHMYR-GLUCOSAMINE	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, UDP-3R-hydroxyacyl-GlcN, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-3-O-[(3R)-3-hydroxymyristoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-OHMYR-GLUCOSAMINE
BISOHMYR-GLUCOSAMINYL-1P	5	Glycoconjugates, Chemicals, Lipids, FRAMES, Lipid-X, Carbohydrates, Glycolipids, Glycans, All-Carbohydrates, Compounds, Compounds-And-Elements	lipid X (E. coli)	https://metacyc.org/compound?orgid=META&id=BISOHMYR-GLUCOSAMINYL-1P
CPD-470	5	Amino-Acids, Chemicals, FRAMES, L-Amino-Acids, Organic-Acids, Acids, All-Amino-Acids, Carboxylates, All-Carboxy-Acids, Compounds, Compounds-And-Elements	L-2,4-diaminobutanoate	https://metacyc.org/compound?orgid=META&id=CPD-470
CPD-6124	5	FRAMES, Chemicals, Compounds, Compounds-And-Elements	1-pyrroline	https://metacyc.org/compound?orgid=META&id=CPD-6124
CPD-22407	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, UDP-3R-hydroxyacyl-GlcNAc, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22407
OH-MYRISTOYL	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=OH-MYRISTOYL
CPD-8052	5	Cyclic-Alcohols, Chemicals, Cyclitols, FRAMES, Inositols, Alcohols, Compounds, Compounds-And-Elements	1D-chiro-inositol	https://metacyc.org/compound?orgid=META&id=CPD-8052
BISOHMYR-GLC	5	Glycoconjugates, Chemicals, Compounds-And-Elements, Lipids, FRAMES, Carbohydrates, Glycolipids, Glycans, All-Carbohydrates, Compounds, Lipid-A-Disaccharide	lipid A disaccharide (E. coli)	https://metacyc.org/compound?orgid=META&id=BISOHMYR-GLC
CPD-365	5	Cyclic-Alcohols, Modified-Inositols, Chemicals, Cyclitols, FRAMES, Inositols, Alcohols, Compounds, Compounds-And-Elements	1-keto-D-chiro-inositol	https://metacyc.org/compound?orgid=META&id=CPD-365
LIPID-IV-A	5	Glycoconjugates, Chemicals, Lipids, FRAMES, Lipid-IVA, Lipid-A-containing-Glycolipids, Carbohydrates, Glycolipids, Glycans, All-Carbohydrates, Lipid-A, Compounds, Compounds-And-Elements	lipid IVA (E. coli)	https://metacyc.org/compound?orgid=META&id=LIPID-IV-A
N-ACETYL-D-GLUCOSAMINE-6-P	5	Sugar-Phosphate, Carbohydrates, Glycans, Compounds-And-Elements, SUGAR-6-PHOSPHATES, Chemicals, FRAMES, All-Carbohydrates, Carbohydrate-Derivatives, Compounds	N-acetyl-D-glucosamine 6-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-6-P
UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-N-acetyl-&alpha;-D-glucosamine-enolpyruvate	https://metacyc.org/compound?orgid=META&id=UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE
N-ACETYL-L-24-DIAMINOBUTANOATE	5	FRAMES, Chemicals, Compounds, Compounds-And-Elements	(2S)-4-acetamido-2-aminobutanoate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-L-24-DIAMINOBUTANOATE
UDP-N-ACETYLMURAMATE	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-N-acetyl-&alpha;-D-muramate	https://metacyc.org/compound?orgid=META&id=UDP-N-ACETYLMURAMATE
CPD-13462	5	Carbohydrates, Glycans, CPD-1109, Hexosamines, N-acetyl-D-hexosamines, Compounds-And-Elements, Monosaccharides, Sugar, Chemicals, FRAMES, Amino-Sugars, N-acetyl-D-mannosamine, N-acetyl-alpha-D-hexosamines, All-Carbohydrates, Compounds	N-acetyl-&alpha;-D-mannosamine	https://metacyc.org/compound?orgid=META&id=CPD-13462
CPD-22405	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22405
UDP-N-ACETYL-D-GLUCOSAMINE	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-N-ACETYL-D-GLUCOSAMINE
N-ACETYL-D-GLUCOSAMINE-1-P	5	Hexose-phosphates, Hexose-1-Phosphate, Sugar-Phosphate, Sugar-1-Phosphate, Carbohydrates, Glycans, Hexosamines, Alpha-Hexose-1-Phosphates, Compounds-And-Elements, Monosaccharides, Sugar, Chemicals, FRAMES, Amino-Sugars, All-Carbohydrates, N-acetyl-a-D-hexosamine-1-phosphates, Carbohydrate-Derivatives, Compounds	N-acetyl-&alpha;-D-glucosamine 1-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-1-P
UDP-MANNAC	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, All-Carbohydrates, Pyrimidines, Carbohydrate-Derivatives, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-N-acetyl-&alpha;-D-mannosamine	https://metacyc.org/compound?orgid=META&id=UDP-MANNAC
CPD-14795	5	Nucleotides, Modified-Nucleotides, NUCLEOTIDE-SUGARS, Nitrogen-Molecular-Entities, Carbohydrates, All-Nucleosides, Glycans, NDP-sugars, Diazines, Compounds-And-Elements, Chemicals, Organic-heteromonocyclic-compounds, Organic-heterocyclic-compound, FRAMES, Carbohydrate-Derivatives, All-Carbohydrates, Pyrimidines, UDP-N-ACETYL-GALACTOSAMINE, UDP-sugar, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	UDP-N-acetyl-&alpha;-D-galactosamine	https://metacyc.org/compound?orgid=META&id=CPD-14795
CPD-389	5	Chemicals, Ureido-Compounds, FRAMES, Compounds, Compounds-And-Elements	N-carbamoyl-2-oxoglycine	https://metacyc.org/compound?orgid=META&id=CPD-389
CPD-1091	5	Chemicals, Ureido-Compounds, FRAMES, Compounds, Compounds-And-Elements	(S)-ureidoglycolate	https://metacyc.org/compound?orgid=META&id=CPD-1091
Trans-D3-cis-D5-dodecenoyl-ACPs	6	Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, Di-unsaturated-acyl-ACPs, ACYL-ACP, Polypeptides	a (2E,5Z)-dodeca-3,5-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Trans-D3-cis-D5-dodecenoyl-ACPs
CPD-12185	6	Amino-Acids, Chemicals, Modified-Amino-Acids, FRAMES, Organic-Acids, Acids, All-Amino-Acids, Carboxylates, All-Carboxy-Acids, Compounds, Compounds-And-Elements	homocarnosine	https://metacyc.org/compound?orgid=META&id=CPD-12185
7Z-hexadec-7-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (7Z)-hexadec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=7Z-hexadec-7-enoyl-ACPs
2E-7Z-hexadeca-2-7-dienoyl-ACPs	6	Chemicals, All-ACPs, Modified-Proteins, FRAMES, a-polyunsaturated-acyl-acp, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (2E,7Z)-hexadeca-2,7-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-7Z-hexadeca-2-7-dienoyl-ACPs
CPD-208	6	Chemicals, Esters, FRAMES, CPD-15846, Thioesters, All-Coas, Compounds, Compounds-And-Elements	(S)-malyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-208
3-hydroxy-cis-D7-tetraecenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, OH-ACYL-ACP, Polypeptides	a (3R,7Z)-3-hydroxytetradec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-hydroxy-cis-D7-tetraecenoyl-ACPs
3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (3R,7Z)-3-hydroxy-hexadec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs
b-Keto-cis-D5-dodecenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (5Z)-3-oxododec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=b-Keto-cis-D5-dodecenoyl-ACPs
4-HYDROXY-BUTYRATE	6	Chemicals, Lipids, Omega-Hydroxy-Me-Branched-Lipids, FRAMES, Hydroxy-carboxylates, Fatty-Acids, Omega-Hydroxy-Short-Chain-Fatty-Acid, Organic-Acids, Acids, Hydroxy-fatty-acids, Carboxylates, All-Carboxy-Acids, OMEGA-HYDROXY-FATTY-ACID, Compounds, Compounds-And-Elements	4-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=4-HYDROXY-BUTYRATE
3Z-dodec-3-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, CIS-ENOYL-ACP, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (3Z)-dodec-3-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3Z-dodec-3-enoyl-ACPs
Cis-Delta5-dodecenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (5Z)-dodec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-Delta5-dodecenoyl-ACPs
CPD-627	6	CPD-15844, Chemicals, Esters, FRAMES, Thioesters, All-Coas, Compounds, Compounds-And-Elements	(3S)-citramalyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-627
OXALYL-COA	6	Chemicals, Thioesters, All-Coas, Esters, FRAMES, Compounds, Compounds-And-Elements	oxalyl-CoA	https://metacyc.org/compound?orgid=META&id=OXALYL-COA
7Z-3-oxo-hexadec-7-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (7Z)-3-oxo-hexadec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=7Z-3-oxo-hexadec-7-enoyl-ACPs
3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (3R,9Z)-3-hydroxy-octadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs
5Z-3-oxo-tetradec-5-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (5Z)-3-oxo-tetradec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=5Z-3-oxo-tetradec-5-enoyl-ACPs
Trans-D2-cis-D7-tetradecenoyl-ACPs	6	Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, Di-unsaturated-acyl-ACPs, ACYL-ACP, Polypeptides	a (2E,7Z)-tetradeca-2,7-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Trans-D2-cis-D7-tetradecenoyl-ACPs
Cis-Delta7-tetradecenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (7Z)-tetradec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-Delta7-tetradecenoyl-ACPs
CPD-110	6	Carboxylates, Aromatics, Chemicals, FRAMES, Organic-Acids, Acids, Phenols, Aromatic-Acid, All-Carboxy-Acids, Compounds, Compounds-And-Elements	salicylate	https://metacyc.org/compound?orgid=META&id=CPD-110
HYDROXYMUCONATE-SALD	6	FRAMES, Chemicals, Compounds, Compounds-And-Elements	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate	https://metacyc.org/compound?orgid=META&id=HYDROXYMUCONATE-SALD
CPD-9409	6	Chemicals, Thioesters, All-Coas, Esters, FRAMES, Compounds, Compounds-And-Elements	(2R,3S)-&beta;-methylmalyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-9409
5Z-tetradec-5-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (5Z)-tetradec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=5Z-tetradec-5-enoyl-ACPs
3-hydroxy-cis-D9-hexaecenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, OH-ACYL-ACP, Polypeptides	a (3R,9Z)-3-hydroxyhexadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-hydroxy-cis-D9-hexaecenoyl-ACPs
9Z-3-oxo-octadec-9-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (9Z)-3-oxo-octadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=9Z-3-oxo-octadec-9-enoyl-ACPs
CPD-9408	6	Chemicals, Thioesters, All-Coas, Esters, FRAMES, Compounds, Compounds-And-Elements	2-methylfumaryl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-9408
3-oxo-cis-D7-tetradecenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (7Z)-3-oxotetradec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-cis-D7-tetradecenoyl-ACPs
Cis-delta-3-decenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, CIS-ENOYL-ACP, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (3Z)-dec-3-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-delta-3-decenoyl-ACPs
2E-5Z-tetradeca-2-5-dienoyl-ACPs	6	Chemicals, All-ACPs, Modified-Proteins, FRAMES, a-polyunsaturated-acyl-acp, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (2E,5Z)-tetradeca-2,5-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-5Z-tetradeca-2-5-dienoyl-ACPs
CPD-289	6	FRAMES, Chemicals, Compounds, Compounds-And-Elements	(1R,2R)-cyclohexa-3,5-diene-1,2-diol	https://metacyc.org/compound?orgid=META&id=CPD-289
3R-5Z-3-hydroxy-tetradec-5-enoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (3R,5Z)-3-hydroxy-tetradec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-5Z-3-hydroxy-tetradec-5-enoyl-ACPs
FORMYL-COA	6	Chemicals, Thioesters, All-Coas, Esters, FRAMES, Compounds, Compounds-And-Elements	formyl-CoA	https://metacyc.org/compound?orgid=META&id=FORMYL-COA
2E-9Z-octadeca-2-9-dienoyl-ACPs	6	Chemicals, All-ACPs, Modified-Proteins, FRAMES, a-polyunsaturated-acyl-acp, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (2E,9Z)-octadeca-2,9-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-9Z-octadeca-2-9-dienoyl-ACPs
CATECHOL	6	Diols, Aromatics, Chemicals, FRAMES, Catechols, Benzenediols, Alcohols, Compounds, Compounds-And-Elements	catechol	https://metacyc.org/compound?orgid=META&id=CATECHOL
3-oxo-cis-D9-hexadecenoyl-ACPs	6	B-KETOACYL-ACP, Long-Chain-3-oxo-ACPs, Polypeptides, Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP	a (9Z)-3-oxohexadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-cis-D9-hexadecenoyl-ACPs
b-Hydroxy-cis-D5-dodecenoyl-ACPs	6	Monounsaturated-acyl-ACPs, Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, ACYL-ACP, Polypeptides	a (3R,5Z)-3-hydroxydodec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=b-Hydroxy-cis-D5-dodecenoyl-ACPs
Trans-D3-cis-D9-hexadecenoyl-ACPs	6	Chemicals, All-ACPs, Modified-Proteins, FRAMES, Proteins, Macromolecules, Di-unsaturated-acyl-ACPs, ACYL-ACP, Polypeptides	a (2E,9Z)-hexadeca-2,9-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Trans-D3-cis-D9-hexadecenoyl-ACPs
CPD-645	6	Ketoaldonates, Chemicals, FRAMES, Organic-Acids, Glycans, Acids, Carbohydrates, All-Carbohydrates, Carbohydrate-acids, Carboxylates, All-Carboxy-Acids, Compounds, Compounds-And-Elements	5-dehydro-2-deoxy-D-gluconate 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-645
CPD0-1643	6	FRAMES, Chemicals, Compounds, Compounds-And-Elements	N-acetyl-&alpha;-D-muramate 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPD0-1643
CPD-594	6	FRAMES, Chemicals, Compounds, Compounds-And-Elements	3-guanidinopropanoate	https://metacyc.org/compound?orgid=META&id=CPD-594
CPD-20826	6	Ribonucleotides, Ribonucleoside-Monophosphates, Nucleotides, Organic-Heteropolycyclic-Compounds, Nitrogen-Molecular-Entities, All-Nucleosides, Purine-ribonucleotides, Compounds-And-Elements, Organic-heterobicyclic-compounds, Chemicals, Purines, Organic-heterocyclic-compound, Organic-heteromonocyclic-compounds, FRAMES, Purine-Nucleotides, Nucleoside-Monophosphates, Purine-ribonucleosides-5-P, Organonitrogen-Compounds, Compounds, Organonitrogen-Heterocyclic-Compounds	adenine ribotide phosphate	https://metacyc.org/compound?orgid=META&id=CPD-20826
CPD-1772	6	FRAMES, Chemicals, Compounds, Compounds-And-Elements	2-aminoacetaldehyde	https://metacyc.org/compound?orgid=META&id=CPD-1772
CPD-19757	6	FRAMES, Chemicals, Compounds, Compounds-And-Elements	(2S)-2-acetamido-4-aminobutanoate	https://metacyc.org/compound?orgid=META&id=CPD-19757
CPD-17461	6	Chemicals, FRAMES, Alpha-omega-dicarboxylates, Organic-Acids, Acids, dicarboxylate, Carboxylates, All-Carboxy-Acids, Compounds, Compounds-And-Elements	L-talarate	https://metacyc.org/compound?orgid=META&id=CPD-17461
CPD-824	6	Chemicals, 2-Oxo-Acids, FRAMES, Organic-Acids, Acids, 2-Oxo-carboxylates, Carboxylates, All-Carboxy-Acids, Compounds, Compounds-And-Elements	5-guanidino-2-oxopentanoate	https://metacyc.org/compound?orgid=META&id=CPD-824
CPD-825	6	FRAMES, Chemicals, Compounds, Compounds-And-Elements	4-guanidinobutyraldehyde	https://metacyc.org/compound?orgid=META&id=CPD-825
CPD-15127	6	Chemicals, FRAMES, Organic-Acids, Acids, All-Carboxy-Acids, Carboxylates, Monocarboxylates, Compounds, Compounds-And-Elements	5-deoxy-D-glucuronate	https://metacyc.org/compound?orgid=META&id=CPD-15127
2-HYDROXYGLUTARYL-COA	6	Chemicals, Thioesters, All-Coas, Esters, FRAMES, Compounds, Compounds-And-Elements	(R)-2-hydroxyglutaryl-CoA	https://metacyc.org/compound?orgid=META&id=2-HYDROXYGLUTARYL-COA
