Compound	Cluster	Classes	Common names	MetaCyc link
CPD-22406	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Modified-Nucleotides, Pyrimidines, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, UDP-3R-hydroxyacyl-GlcN, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22406
CPD-22407	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, UDP-3R-hydroxyacyl-GlcNAc, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Modified-Nucleotides, Pyrimidines, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22407
CPD-14795	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, UDP-N-ACETYL-GALACTOSAMINE, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Modified-Nucleotides, Pyrimidines, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-N-acetyl-&alpha;-D-galactosamine	https://metacyc.org/compound?orgid=META&id=CPD-14795
CPD-389	5	Compounds, Compounds-And-Elements, Chemicals, Ureido-Compounds, FRAMES	N-carbamoyl-2-oxoglycine	https://metacyc.org/compound?orgid=META&id=CPD-389
UDP-MANNAC	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Pyrimidines, Modified-Nucleotides, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-N-acetyl-&alpha;-D-mannosamine	https://metacyc.org/compound?orgid=META&id=UDP-MANNAC
BISOHMYR-GLUCOSAMINYL-1P	5	All-Carbohydrates, Compounds, Glycans, Compounds-And-Elements, Chemicals, Carbohydrates, Glycoconjugates, Lipid-X, FRAMES, Glycolipids, Lipids	lipid X (E. coli)	https://metacyc.org/compound?orgid=META&id=BISOHMYR-GLUCOSAMINYL-1P
UDP-OHMYR-ACETYLGLUCOSAMINE	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, UDP-3R-hydroxyacyl-GlcNAc, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Modified-Nucleotides, Pyrimidines, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-3-O-[(3R)-3-hydroxymyristoyl]-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-OHMYR-ACETYLGLUCOSAMINE
CPD-1091	5	Compounds, Compounds-And-Elements, Chemicals, Ureido-Compounds, FRAMES	(S)-ureidoglycolate	https://metacyc.org/compound?orgid=META&id=CPD-1091
CPD-13462	5	CPD-1109, Amino-Sugars, N-acetyl-D-hexosamines, Chemicals, Monosaccharides, Sugar, Compounds-And-Elements, FRAMES, All-Carbohydrates, Compounds, Glycans, Hexosamines, Carbohydrates, N-acetyl-D-mannosamine, N-acetyl-alpha-D-hexosamines	N-acetyl-&alpha;-D-mannosamine	https://metacyc.org/compound?orgid=META&id=CPD-13462
N-ACETYL-D-GLUCOSAMINE-6-P	5	SUGAR-6-PHOSPHATES, Chemicals, Compounds-And-Elements, FRAMES, Sugar-Phosphate, All-Carbohydrates, Compounds, Glycans, Carbohydrate-Derivatives, Carbohydrates	N-acetyl-D-glucosamine 6-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-6-P
N-ACETYL-L-24-DIAMINOBUTANOATE	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	(2S)-4-acetamido-2-aminobutanoate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-L-24-DIAMINOBUTANOATE
OH-MYRISTOYL	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Modified-Nucleotides, Pyrimidines, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=OH-MYRISTOYL
CPD-470	5	Compounds, Amino-Acids, Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Carboxylates, Organic-Acids, L-Amino-Acids, Compounds-And-Elements, FRAMES	L-2,4-diaminobutanoate	https://metacyc.org/compound?orgid=META&id=CPD-470
CPD-6124	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	1-pyrroline	https://metacyc.org/compound?orgid=META&id=CPD-6124
UDP-OHMYR-GLUCOSAMINE	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Modified-Nucleotides, Pyrimidines, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, UDP-3R-hydroxyacyl-GlcN, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-3-O-[(3R)-3-hydroxymyristoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-OHMYR-GLUCOSAMINE
UDP-N-ACETYL-D-GLUCOSAMINE	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Pyrimidines, Modified-Nucleotides, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=UDP-N-ACETYL-D-GLUCOSAMINE
UDP-N-ACETYLMURAMATE	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Pyrimidines, Modified-Nucleotides, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-N-acetyl-&alpha;-D-muramate	https://metacyc.org/compound?orgid=META&id=UDP-N-ACETYLMURAMATE
N-ACETYL-D-GLUCOSAMINE-1-P	5	Amino-Sugars, N-acetyl-a-D-hexosamine-1-phosphates, Chemicals, Monosaccharides, Alpha-Hexose-1-Phosphates, Sugar, Compounds-And-Elements, Hexose-phosphates, FRAMES, Sugar-Phosphate, All-Carbohydrates, Compounds, Glycans, Hexose-1-Phosphate, Hexosamines, Carbohydrate-Derivatives, Carbohydrates, Sugar-1-Phosphate	N-acetyl-&alpha;-D-glucosamine 1-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-1-P
CPD-8052	5	Compounds, Alcohols, Chemicals, Cyclitols, Inositols, Cyclic-Alcohols, Compounds-And-Elements, FRAMES	1D-chiro-inositol	https://metacyc.org/compound?orgid=META&id=CPD-8052
LIPID-IV-A	5	All-Carbohydrates, Compounds, Glycans, Chemicals, Lipid-IVA, Lipid-A, Carbohydrates, Lipids, Glycoconjugates, Compounds-And-Elements, FRAMES, Glycolipids, Lipid-A-containing-Glycolipids	lipid IVA (E. coli)	https://metacyc.org/compound?orgid=META&id=LIPID-IV-A
4-AMINO-BUTYRALDEHYDE	5	Compounds, Chemicals, Compounds-And-Elements, All-Amines, FRAMES, Aliphatic-Omega-Amino-Aldehydes, Aliphatic-Amines	4-aminobutanal	https://metacyc.org/compound?orgid=META&id=4-AMINO-BUTYRALDEHYDE
CPD-22405	5	Nitrogen-Molecular-Entities, Chemicals, Diazines, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Modified-Nucleotides, Pyrimidines, All-Carbohydrates, Compounds, Glycans, All-Nucleosides, Nucleotides, Carbohydrate-Derivatives, NDP-sugars, Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, NUCLEOTIDE-SUGARS, UDP-sugar	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22405
BISOHMYR-GLC	5	All-Carbohydrates, Compounds, Glycans, Chemicals, Lipid-A-Disaccharide, Carbohydrates, Glycoconjugates, Compounds-And-Elements, FRAMES, Glycolipids, Lipids	lipid A disaccharide (E. coli)	https://metacyc.org/compound?orgid=META&id=BISOHMYR-GLC
AMINO-ACETONE	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	aminoacetone	https://metacyc.org/compound?orgid=META&id=AMINO-ACETONE
ACETOL	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	hydroxyacetone	https://metacyc.org/compound?orgid=META&id=ACETOL
CPD-14736	5	Compounds, Amino-Acids, Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES	L-kynurenine	https://metacyc.org/compound?orgid=META&id=CPD-14736
AMINO-OXOBUT	5	Amino-Acids, All-Carboxy-Acids, Chemicals, All-Amino-Acids, Organic-Acids, Carboxylates, CPD-12642, Compounds-And-Elements, FRAMES, Compounds, Acids, Modified-Amino-Acids	L-2-amino-3-oxobutanoate	https://metacyc.org/compound?orgid=META&id=AMINO-OXOBUT
XANTHURENATE	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	xanthurenate	https://metacyc.org/compound?orgid=META&id=XANTHURENATE
KYNURENATE	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	kynurenate	https://metacyc.org/compound?orgid=META&id=KYNURENATE
PROPANE-1-2-DIOL	5	Diols, DL-12-Propanediol, Compounds, Alcohols, Chemicals, glycols, Compounds-And-Elements, FRAMES	(S)-propane-1,2-diol	https://metacyc.org/compound?orgid=META&id=PROPANE-1-2-DIOL
3-HYDROXY-L-KYNURENINE	5	Hydroxy-Amino-Acids, Compounds, Amino-Acids, Hydroxy-L-Amino-Acids, Acids, All-Amino-Acids, Modified-Amino-Acids, Chemicals, All-Carboxy-Acids, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES	3-hydroxy-L-kynurenine	https://metacyc.org/compound?orgid=META&id=3-HYDROXY-L-KYNURENINE
3-HYDROXY-ANTHRANILATE	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	3-hydroxyanthranilate	https://metacyc.org/compound?orgid=META&id=3-HYDROXY-ANTHRANILATE
CPD-1128	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	1-pyrroline-4-hydroxy-2-carboxylate	https://metacyc.org/compound?orgid=META&id=CPD-1128
DEOXY-RIBOSE-5P	5	Chemicals, PENTOSE-5-PHOSPHATES, Compounds-And-Elements, FRAMES, Sugar-Phosphate, Pentose-phosphates, All-Carbohydrates, Compounds, Glycans, Carbohydrate-Derivatives, SUGAR-5-PHOSPHATES, Carbohydrates	2-deoxy-D-ribose 5-phosphate	https://metacyc.org/compound?orgid=META&id=DEOXY-RIBOSE-5P
CPD0-181	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	N5-carboxyaminoimidazole ribonucleotide	https://metacyc.org/compound?orgid=META&id=CPD0-181
CPD-654	5	Compounds, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, 2-Oxo-Acids, FRAMES, 2-Oxo-carboxylates	2,5-dioxopentanoate	https://metacyc.org/compound?orgid=META&id=CPD-654
GLYCERATE	5	All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, Glycerates, 2-Hydroxy-carboxylates, FRAMES, Compounds, Acids, Hydroxy-carboxylates, D-2-hydroxyacids, Monocarboxylates	D-glycerate	https://metacyc.org/compound?orgid=META&id=GLYCERATE
DEOXYCYTIDINE	5	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, FRAMES, Nucleosides	2'-deoxycytidine	https://metacyc.org/compound?orgid=META&id=DEOXYCYTIDINE
L-XYLULOSE	5	Ketoses, Chemicals, Monosaccharides, Sugar, Compounds-And-Elements, Ketopentoses, FRAMES, All-Carbohydrates, Pentoses, Glycans, Compounds, Carbohydrates, L-Pentoses, Xylulose	L-xylulose	https://metacyc.org/compound?orgid=META&id=L-XYLULOSE
DEOXYURIDINE	5	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, FRAMES, Nucleosides	2'-deoxyuridine	https://metacyc.org/compound?orgid=META&id=DEOXYURIDINE
DEOXY-D-RIBOSE-1-PHOSPHATE	5	All-Carbohydrates, Compounds, Glycans, Chemicals, Carbohydrate-Derivatives, PENTOSE-1-PHOSPHATES, Carbohydrates, Sugar-Phosphate, Sugar-1-Phosphate, Compounds-And-Elements, FRAMES, DEOXY-RIBOSE-1P, Pentose-phosphates	2-deoxy-&alpha;-D-ribose 1-phosphate	https://metacyc.org/compound?orgid=META&id=DEOXY-D-RIBOSE-1-PHOSPHATE
XYLITOL	5	Compounds, All-Carbohydrates, Glycans, Alcohols, Pentitols, Chemicals, Sugar, Carbohydrates, Compounds-And-Elements, Sugar-alcohols, FRAMES	xylitol	https://metacyc.org/compound?orgid=META&id=XYLITOL
TARTRONATE-S-ALD	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	tartronate semialdehyde	https://metacyc.org/compound?orgid=META&id=TARTRONATE-S-ALD
L-ARABITOL	5	Compounds, All-Carbohydrates, Glycans, Alcohols, Pentitols, Chemicals, Sugar, Carbohydrates, Compounds-And-Elements, Sugar-alcohols, FRAMES	L-arabinitol	https://metacyc.org/compound?orgid=META&id=L-ARABITOL
CPD-10723	5	Ketoses, Chemicals, Monosaccharides, Fructofuranose, Sugar, Ketohexoses, D-Hexoses, Compounds-And-Elements, FRAMES, D-Ketohexoses, All-Carbohydrates, Compounds, Glycans, D-Ketoses, Carbohydrates, Fructose, FRU, Hexoses	&alpha;-D-fructofuranose	https://metacyc.org/compound?orgid=META&id=CPD-10723
OH-PYR	5	Compounds-And-Elements, Compounds, FRAMES, Chemicals	hydroxypyruvate	https://metacyc.org/compound?orgid=META&id=OH-PYR
1-KETO-2-METHYLVALERATE	6	Compounds-And-Elements, Compounds, FRAMES, Chemicals	(R)-2,3-dihydroxy-3-methylpentanoate	https://metacyc.org/compound?orgid=META&id=1-KETO-2-METHYLVALERATE
2-KETO-3-METHYL-VALERATE	6	Anteiso-fatty-acids, CPD-21103, Fatty-Acids, All-Carboxy-Acids, Chemicals, Saturated-Fatty-Acids, CPD66-39, Carboxylates, Organic-Acids, Short-chain-fatty-acids, Branched-chain-fatty-acids, Compounds-And-Elements, FRAMES, 2-Oxo-carboxylates, Methyl-Branched-Fatty-Acids, Compounds, Acids, Short-Chain-Carboxylates, 2-Oxo-Acids	(3S)-3-methyl-2-oxopentanoate	https://metacyc.org/compound?orgid=META&id=2-KETO-3-METHYL-VALERATE
2-METHYL-ACETO-ACETYL-COA	6	Compounds, All-Coas, Esters, Chemicals, Thioesters, 2-Methyl-3-oxoacyl-CoAs, Short-Chain-2-Methyl-3-oxoacyl-CoAs, 3-Oxoacyl-CoAs, ACYL-COA, Compounds-And-Elements, FRAMES	2-methylacetoacetyl-CoA	https://metacyc.org/compound?orgid=META&id=2-METHYL-ACETO-ACETYL-COA
D-METHYL-MALONYL-COA	6	Compounds, All-Coas, Esters, Chemicals, Thioesters, Methylmalonyl-CoA, Compounds-And-Elements, FRAMES	(S)-methylmalonyl-CoA	https://metacyc.org/compound?orgid=META&id=D-METHYL-MALONYL-COA
ACETALD	6	Compounds, n-Alkanals, Aldehydes-Or-Ketones, Chemicals, Compounds-And-Elements, FRAMES, Aldehydes	acetaldehyde	https://metacyc.org/compound?orgid=META&id=ACETALD
2-ACETO-2-HYDROXY-BUTYRATE	6	Compounds, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, CPD-12642, Compounds-And-Elements, FRAMES	(S)-2-aceto-2-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=2-ACETO-2-HYDROXY-BUTYRATE
L-ALLO-THREONINE	6	Alpha-Amino-Acids, Compounds, Amino-Acids, Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Non-standard-amino-acids, Carboxylates, ALLO-THR, Organic-Acids, Compounds-And-Elements, FRAMES	L-allo-threonine	https://metacyc.org/compound?orgid=META&id=L-ALLO-THREONINE
NIACINAMIDE	6	Compounds, FRAMES, Chemicals, Amides, Carboxamides, Compounds-And-Elements, Vitamins, Aliphatic-Amides, B-vitamins	nicotinamide	https://metacyc.org/compound?orgid=META&id=NIACINAMIDE
CPD-622	6	Compounds, Tricarboxylates, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, FRAMES	(2S,3S)-2-methylcitrate	https://metacyc.org/compound?orgid=META&id=CPD-622
ILE	6	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES, Alpha-Amino-Acids, Non-polar-amino-acids, Compounds, Acids, L-Amino-Acids, Branched-Amino-Acids	L-isoleucine	https://metacyc.org/compound?orgid=META&id=ILE
ETOH	6	Compounds, FRAMES, Chemicals, Alcohols, Fatty-Alcohols, Primary-Alcohols, Compounds-And-Elements, Short-Chain-Alcohols, Short-Chain-Primary-Alcohols	ethanol	https://metacyc.org/compound?orgid=META&id=ETOH
CPD-15435	6	Compounds, FRAMES, Chemicals, Compounds-And-Elements, CPD-608, Adenylates	(L-threonylcarbamoyl)adenylate	https://metacyc.org/compound?orgid=META&id=CPD-15435
2-OXOBUTANOATE	6	Compounds, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, 2-Oxo-Acids, FRAMES, 2-Oxo-carboxylates	2-oxobutanoate	https://metacyc.org/compound?orgid=META&id=2-OXOBUTANOATE
CPD-12253	6	Fatty-Acids, Even-Straight-Chain-234-Sat-FA, All-Carboxy-Acids, Chemicals, CPD66-39, Organic-Acids, Carboxylates, 2-Hydroxy-carboxylates, FRAMES, Hydroxy-Butyrates, Hydroxy-fatty-acids, IN-CHAIN-HYDROXY-FATTY-ACID, Compounds-And-Elements, Compounds, 2-Or-3-Hydroxy-Fatty-Acids, Acids, 2-Hydroxy-Fatty-Acids, Hydroxy-carboxylates, D-2-hydroxyacids, Straight-Chain-234-Sat-FA, R2OH-Straight-Chain-234-Sat-FA, 2R-Hydroxy-Fatty-Acids	(R)-2-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=CPD-12253
THR	6	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES, Alpha-Amino-Acids, Compounds, Acids, L-Amino-Acids, Uncharged-polar-amino-acids, Polar-amino-acids	L-threonine	https://metacyc.org/compound?orgid=META&id=THR
OCTAPRENYL-DIPHOSPHATE	6	Isoprenoid-Derivatives, Compounds, Chemicals, TRANS-POLYISOPRENYL-PP, Isoprenoid-Phosphates, Polyisoprenyl-Diphosphates, Polyisoprenoids, Compounds-And-Elements, FRAMES, Lipids	all-trans-octaprenyl diphosphate	https://metacyc.org/compound?orgid=META&id=OCTAPRENYL-DIPHOSPHATE
2-METHYL-3-HYDROXY-BUTYRYL-COA	6	Short-Chain-3S-Hydroxy-2-Methyl-CoAs, 3S-Hydroxy-2-methylacyl-CoA, 3S-S-3-hydroxyacyl-CoAs, All-Coas, Esters, Compounds, Chemicals, HYDROXY-ACYL-COA, Thioesters, ACYL-COA, 3-HYDROXYACYL-COA, Compounds-And-Elements, FRAMES	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA	https://metacyc.org/compound?orgid=META&id=2-METHYL-3-HYDROXY-BUTYRYL-COA
PROPIONYL-COA	6	Compounds, All-Coas, Esters, Saturated-Fatty-Acyl-CoA, Chemicals, Thioesters, ACYL-COA, Compounds-And-Elements, Short-Chain-234-Saturated-acyl-CoAs, FRAMES, Short-Chain-Acyl-CoAs, Fatty-Acyl-CoAs	propanoyl-CoA	https://metacyc.org/compound?orgid=META&id=PROPIONYL-COA
4-MALEYL-ACETOACETATE	6	Compounds-And-Elements, Compounds, FRAMES, Chemicals	4-maleyl-acetoacetate	https://metacyc.org/compound?orgid=META&id=4-MALEYL-ACETOACETATE
2E-11Z-icosa-2-11-dienoyl-ACPs	6	Macromolecules, Chemicals, a-polyunsaturated-acyl-acp, Proteins, Polypeptides, All-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (2E,11Z)-icosa-2,11-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-11Z-icosa-2-11-dienoyl-ACPs
3R-11Z-3-hydroxy-icos-11-enoyl-ACPs	6	Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Monounsaturated-acyl-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (3R,11Z)-3-hydroxy-icos-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-11Z-3-hydroxy-icos-11-enoyl-ACPs
11Z-3-oxo-icos-11-enoyl-ACPs	6	Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Monounsaturated-acyl-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	an (11Z)-3-oxo-icos-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=11Z-3-oxo-icos-11-enoyl-ACPs
Cis-vaccenoyl-ACPs	6	Chemicals, Proteins, All-ACPs, Monounsaturated-acyl-ACPs, Long-Chain-Acyl-ACPs, Modified-Proteins, Fatty-acyl-ACPs, FRAMES, Macromolecules, Polypeptides, Saturated-Fatty-Acyl-ACPs, ACYL-ACP	a cis-vaccenoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-vaccenoyl-ACPs
HIS	6	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Aromatic-L-Amino-Acids, Carboxylates, Organic-Acids, Positively-charged-polar-amino-acids, Compounds-And-Elements, Basic-Amino-Acids, FRAMES, Alpha-Amino-Acids, Compounds, Acids, L-Amino-Acids, Aromatic-Amino-Acids, Polar-amino-acids	L-histidine	https://metacyc.org/compound?orgid=META&id=HIS
3-oxo-cis-vaccenoyl-ACPs	6	Macromolecules, Long-Chain-3-oxo-ACPs, Chemicals, Proteins, Polypeptides, All-ACPs, Modified-Proteins, B-KETOACYL-ACP, ACYL-ACP, FRAMES	an (11Z)-3-oxooctadec-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-cis-vaccenoyl-ACPs
CPD-9245	6	Long-Chain-234-Saturated-Fatty-Acids, Fatty-Acids, All-Carboxy-Acids, Chemicals, CPD66-39, Carboxylates, Organic-Acids, Monounsaturated-fatty-acids, Compounds-And-Elements, FRAMES, Compounds, Acids, Unsaturated-Fatty-Acids, Long-Chain-Fatty-Acids, Hexadecenoates	palmitoleate	https://metacyc.org/compound?orgid=META&id=CPD-9245
Palmitoleoyl-ACPs	6	Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Monounsaturated-acyl-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a palmitoleoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Palmitoleoyl-ACPs
11Z-icos-11-enoyl-ACPs	6	Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Monounsaturated-acyl-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a gondoyl-[acp]	https://metacyc.org/compound?orgid=META&id=11Z-icos-11-enoyl-ACPs
HISTIDINOL	6	Compounds-And-Elements, Compounds, FRAMES, Chemicals	histidinol	https://metacyc.org/compound?orgid=META&id=HISTIDINOL
R-3-hydroxy-cis-vaccenoyl-ACPs	6	OH-ACYL-ACP, Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (3R,11Z)-3-hydroxyoctadec-11-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=R-3-hydroxy-cis-vaccenoyl-ACPs
CPD-9247	6	Fatty-Acids, Compounds, Acids, All-Carboxy-Acids, Chemicals, Long-Chain-Fatty-Acids, Unsaturated-Fatty-Acids, Carboxylates, Organic-Acids, Monounsaturated-fatty-acids, Compounds-And-Elements, Vaccenate, FRAMES	cis-vaccenate	https://metacyc.org/compound?orgid=META&id=CPD-9247
Oleoyl-ACPs	6	Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Monounsaturated-acyl-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	an oleoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Oleoyl-ACPs
cis-vaccen-2-enoyl-ACPs	6	Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, TRANS-D2-ENOYL-ACP, Monounsaturated-acyl-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (2E,11Z)-octadeca-2,11-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=cis-vaccen-2-enoyl-ACPs
CARNOSINE	6	Compounds, OLIGOPEPTIDES, DIPEPTIDES, Peptides, Chemicals, Dipeptides-With-Hist-C-Terminal-Position, Compounds-And-Elements, FRAMES	carnosine	https://metacyc.org/compound?orgid=META&id=CARNOSINE
2E-9Z-octadeca-2-9-dienoyl-ACPs	6	Macromolecules, Chemicals, a-polyunsaturated-acyl-acp, Proteins, Polypeptides, All-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (2E,9Z)-octadeca-2,9-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-9Z-octadeca-2-9-dienoyl-ACPs
3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs	6	Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Monounsaturated-acyl-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (3R,7Z)-3-hydroxy-hexadec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs
