Compound	Cluster	Classes	Common names	MetaCyc link
PYRUVATE	9	All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, FRAMES, 2-Oxo-carboxylates, Compounds, Acids, Short-Chain-Carboxylates, 2-Oxo-Acids	pyruvate	https://metacyc.org/compound?orgid=META&id=PYRUVATE
XANTHOSINE	9	Purine-Nucleosides, Nitrogen-Molecular-Entities, Chemicals, Ribonucleosides, Nucleosides, Purine-Ribonucleosides, Organic-heterocyclic-compound, Compounds-And-Elements, Organonitrogen-Compounds, Organic-Heteropolycyclic-Compounds, FRAMES, Purines, Compounds, All-Nucleosides, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds	xanthosine	https://metacyc.org/compound?orgid=META&id=XANTHOSINE
CPD-15317	9	Chemicals, PENTOSE-5-PHOSPHATES, Compounds-And-Elements, FRAMES, Sugar-Phosphate, Pentose-phosphates, All-Carbohydrates, RIBOSE-5P, Compounds, Glycans, Carbohydrate-Derivatives, SUGAR-5-PHOSPHATES, Carbohydrates	D-ribofuranose 5-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-15317
CPD-10330	9	D-Aldoses, Ribose, Chemicals, Monosaccharides, D-Pentoses, Sugar, Aldehydes-Or-Ketones, Compounds-And-Elements, FRAMES, Compounds, Pentoses, Glycans, All-Carbohydrates, D-aldopentose, RIBOSE, Carbohydrates, Aldopentoses, Aldoses, D-Ribofuranose, Aldehydes	&alpha;-D-ribofuranose	https://metacyc.org/compound?orgid=META&id=CPD-10330
RIBOSE-5P	9	Chemicals, PENTOSE-5-PHOSPHATES, Compounds-And-Elements, FRAMES, Sugar-Phosphate, Pentose-phosphates, All-Carbohydrates, Compounds, Glycans, Carbohydrate-Derivatives, SUGAR-5-PHOSPHATES, Carbohydrates	D-ribose 5-phosphate	https://metacyc.org/compound?orgid=META&id=RIBOSE-5P
DEOXYXYLULOSE-5P	9	All-Carbohydrates, Compounds, Glycans, Chemicals, Carbohydrate-Derivatives, PENTOSE-5-PHOSPHATES, SUGAR-5-PHOSPHATES, Carbohydrates, Compounds-And-Elements, FRAMES, Sugar-Phosphate, Pentose-phosphates	1-deoxy-D-xylulose 5-phosphate	https://metacyc.org/compound?orgid=META&id=DEOXYXYLULOSE-5P
L-ALPHA-ALANINE	9	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES, Neutral-Amino-Acids, Alpha-Amino-Acids, Non-polar-amino-acids, Compounds, Acids, L-Amino-Acids	L-alanine	https://metacyc.org/compound?orgid=META&id=L-ALPHA-ALANINE
DIACETYL	9	LONG-CHAIN-KETONE, Compounds, Aldehydes-Or-Ketones, Chemicals, Compounds-And-Elements, FRAMES, Methylketones	diacetyl	https://metacyc.org/compound?orgid=META&id=DIACETYL
DPG	9	Compounds, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, Glycerates, Monocarboxylates, FRAMES	3-phospho-D-glyceroyl phosphate	https://metacyc.org/compound?orgid=META&id=DPG
D-SEDOHEPTULOSE-7-P	9	All-Carbohydrates, Compounds, Glycans, Chemicals, Carbohydrate-Derivatives, Carbohydrates, Compounds-And-Elements, FRAMES, Sugar-Phosphate	D-sedoheptulose 7-phosphate	https://metacyc.org/compound?orgid=META&id=D-SEDOHEPTULOSE-7-P
GLC-6-P	9	D-glucopyranose-6-phosphate, All-Carbohydrates, Compounds, Glycans, Glucose-6-phosphate, SUGAR-6-PHOSPHATES, Chemicals, Carbohydrate-Derivatives, HEXOSE-6-PHOSPHATES, Carbohydrates, Compounds-And-Elements, Hexose-phosphates, FRAMES, Sugar-Phosphate	&beta;-D-glucose 6-phosphate	https://metacyc.org/compound?orgid=META&id=GLC-6-P
NITRIC-OXIDE	9	Compounds, Radicals, Chemicals, Compounds-And-Elements, Inorganic-Compounds, FRAMES	nitric oxide	https://metacyc.org/compound?orgid=META&id=NITRIC-OXIDE
3-DEHYDRO-SHIKIMATE	9	Compounds-And-Elements, Compounds, FRAMES, Chemicals	3-dehydroshikimate	https://metacyc.org/compound?orgid=META&id=3-DEHYDRO-SHIKIMATE
UREA	9	Compounds, Carboxamides, Amides, Chemicals, Compounds-And-Elements, FRAMES, Monocarboxylic-Acid-Amides	urea	https://metacyc.org/compound?orgid=META&id=UREA
4-OH-4-ACETYL-2-OXOGLUTARATE	9	Compounds, Tricarboxylates, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, 2-Oxo-Acids, FRAMES	2-hydroxy-4-oxobutane-1,2,4-tricarboxylate	https://metacyc.org/compound?orgid=META&id=4-OH-4-ACETYL-2-OXOGLUTARATE
CPD-15709	9	SUGAR-6-PHOSPHATES, Chemicals, HEXOSE-6-PHOSPHATES, Compounds-And-Elements, Hexose-phosphates, CPD-24813, FRAMES, Sugar-Phosphate, All-Carbohydrates, Compounds, Glycans, Carbohydrate-Derivatives, Carbohydrates	keto-D-fructose 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-15709
D-SEDOHEPTULOSE-1-7-P2	9	Sugar-bisphosphates, All-Carbohydrates, Compounds, Glycans, Chemicals, Carbohydrate-Derivatives, Carbohydrates, Compounds-And-Elements, FRAMES, Sugar-Phosphate	D-sedoheptulose 1,7-bisphosphate	https://metacyc.org/compound?orgid=META&id=D-SEDOHEPTULOSE-1-7-P2
FRUCTOSE-6P	9	All-Carbohydrates, Compounds, Glycans, CPD-24813, SUGAR-6-PHOSPHATES, Chemicals, Carbohydrate-Derivatives, HEXOSE-6-PHOSPHATES, Carbohydrates, CPD-18719, Compounds-And-Elements, Hexose-phosphates, FRAMES, Sugar-Phosphate, CPD-15709	&beta;-D-fructofuranose 6-phosphate	https://metacyc.org/compound?orgid=META&id=FRUCTOSE-6P
CPD-24844	9	Compounds, Lactate, Acids, All-Carboxy-Acids, Hydroxy-carboxylates, Chemicals, Carboxylates, Organic-Acids, Compounds-And-Elements, 2-Hydroxy-carboxylates, FRAMES, Short-Chain-Carboxylates	(S)-lactic acid	https://metacyc.org/compound?orgid=META&id=CPD-24844
CHORISMATE	9	Compounds, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, dicarboxylate, Compounds-And-Elements, FRAMES	chorismate	https://metacyc.org/compound?orgid=META&id=CHORISMATE
CPD-24843	9	Compounds, Lactate, Acids, All-Carboxy-Acids, Hydroxy-carboxylates, Chemicals, Carboxylates, Organic-Acids, Compounds-And-Elements, 2-Hydroxy-carboxylates, FRAMES, Short-Chain-Carboxylates	(R)-lactic acid	https://metacyc.org/compound?orgid=META&id=CPD-24843
METHYLENE-THF-GLU-N	9	All-Folates, Nitrogen-Molecular-Entities, Pterins, Chemicals, THF-Derivatives, Organic-heterocyclic-compound, Cofactors, Organonitrogen-Compounds, Compounds-And-Elements, Organic-Heteropolycyclic-Compounds, Vitamins, FRAMES, Compounds, Organic-heterobicyclic-compounds, Pteroates, Pteridines, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds	a 5,10-methylenetetrahydrofolate	https://metacyc.org/compound?orgid=META&id=METHYLENE-THF-GLU-N
CPD-15818	9	D-Aldoses, Ribose, Chemicals, Monosaccharides, D-Pentoses, Sugar, Aldehydes-Or-Ketones, Compounds-And-Elements, FRAMES, Compounds, Pentoses, Glycans, All-Carbohydrates, D-aldopentose, RIBOSE, Carbohydrates, Aldopentoses, Aldoses, Aldehydes	aldehydo-D-ribose	https://metacyc.org/compound?orgid=META&id=CPD-15818
RIBOSE-1P	9	All-Carbohydrates, Compounds, Glycans, FRAMES, Chemicals, Carbohydrate-Derivatives, Carbohydrates, Sugar-1-Phosphate, Compounds-And-Elements, PENTOSE-1-PHOSPHATES, Sugar-Phosphate, Pentose-phosphates	&alpha;-D-ribose-1-phosphate	https://metacyc.org/compound?orgid=META&id=RIBOSE-1P
CPD-24926	9	All-Carbohydrates, Compounds, Glycans, Chemicals, Carbohydrate-Derivatives, Carbohydrates, Compounds-And-Elements, FRAMES, Sugar-Phosphate	D-threose 4-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-24926
CPD-187	9	All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, Compounds-And-Elements, FRAMES, 2-Oxo-carboxylates, Compounds, Acids, 2-Oxo-Acids	4-hydroxy-4-methyl-2-oxoglutarate	https://metacyc.org/compound?orgid=META&id=CPD-187
CPD-15979	9	SUGAR-6-PHOSPHATES, Chemicals, HEXOSE-6-PHOSPHATES, Compounds-And-Elements, Hexose-phosphates, FRAMES, Sugar-Phosphate, All-Carbohydrates, Compounds, Glycans, Carbohydrate-Derivatives, Carbohydrates, Mannose-6-phosphate	D-mannopyranose 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-15979
5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	2-(formamido)-N1-(5-phospho-&beta;-D-ribosyl)acetamidine	https://metacyc.org/compound?orgid=META&id=5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE
4-AMINO-4-DEOXYCHORISMATE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	4-amino-4-deoxychorismate	https://metacyc.org/compound?orgid=META&id=4-AMINO-4-DEOXYCHORISMATE
PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate	https://metacyc.org/compound?orgid=META&id=PHOSPHORIBOSYL-CARBOXY-AMINOIMIDAZOLE
GTP	10	Nitrogen-Molecular-Entities, Chemicals, Nucleoside-Triphosphates, Ribonucleoside-Triphosphates, Purine-ribonucleotides, Organic-heterocyclic-compound, Compounds-And-Elements, Organonitrogen-Compounds, Organic-Heteropolycyclic-Compounds, FRAMES, Purine-Nucleotides, Purines, Compounds, All-Nucleosides, Organic-heterobicyclic-compounds, Ribonucleotides, Nucleotides, Organonitrogen-Heterocyclic-Compounds, Purine-ribonucleosides-5-PPP, Organic-heteromonocyclic-compounds	GTP	https://metacyc.org/compound?orgid=META&id=GTP
PREPHENATE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	prephenate	https://metacyc.org/compound?orgid=META&id=PREPHENATE
CPD-1086	10	Modified-Bases, Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, FRAMES	5-amino-6-(5-phospho-D-ribitylamino)uracil	https://metacyc.org/compound?orgid=META&id=CPD-1086
CPD-380	10	Compounds, ORGANOSULFUR, SULFONATES, Chemicals, Compounds-And-Elements, FRAMES	3-sulfopyruvate	https://metacyc.org/compound?orgid=META&id=CPD-380
PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE	10	Compounds, Carboxamides, Chemicals, Compounds-And-Elements, FRAMES, Amides	5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide	https://metacyc.org/compound?orgid=META&id=PHOSPHORIBOSYL-FORMAMIDO-CARBOXAMIDE
CPD-14101	10	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, FRAMES	8-oxo-GDP	https://metacyc.org/compound?orgid=META&id=CPD-14101
4-P-PANTOTHENATE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	(R)-4'-phosphopantothenate	https://metacyc.org/compound?orgid=META&id=4-P-PANTOTHENATE
CPD-641	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	(R)-mevalonate diphosphate	https://metacyc.org/compound?orgid=META&id=CPD-641
R-3-hydroxystearoyl-ACPs	10	OH-ACYL-ACP, Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (3R)-3-hydroxyoctadecanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=R-3-hydroxystearoyl-ACPs
P-AMINO-BENZOATE	10	Compounds, Acids, All-Carboxy-Acids, Chemicals, Aromatic-Acid, Carboxylates, Organic-Acids, Aromatics, Benzoates, Compounds-And-Elements, FRAMES	4-aminobenzoate	https://metacyc.org/compound?orgid=META&id=P-AMINO-BENZOATE
PHOSPHORIBULOSYL-FORMIMINO-AICAR-P	10	Compounds, Carboxamides, Chemicals, Compounds-And-Elements, FRAMES, Amides	phosphoribulosylformimino-AICAR-phosphate	https://metacyc.org/compound?orgid=META&id=PHOSPHORIBULOSYL-FORMIMINO-AICAR-P
PSEUDOURIDINE-5-P	10	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, Nucleotides, FRAMES, Modified-Nucleotides	pseudouridine 5'-phosphate	https://metacyc.org/compound?orgid=META&id=PSEUDOURIDINE-5-P
VAL	10	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES, Alpha-Amino-Acids, Non-polar-amino-acids, Compounds, Acids, L-Amino-Acids, Branched-Amino-Acids	L-valine	https://metacyc.org/compound?orgid=META&id=VAL
CPD-12932	10	carotenoids, Compounds, Chemicals, Terpenoids, Secondary-Metabolites, Polyisoprenoids, Compounds-And-Elements, FRAMES, Lipids, Tetraterpenes	all-trans-3,4-didehydrolycopene	https://metacyc.org/compound?orgid=META&id=CPD-12932
CPD-464	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	prephytoene diphosphate	https://metacyc.org/compound?orgid=META&id=CPD-464
AGMATHINE	10	Compounds, All-Amines, Chemicals, Compounds-And-Elements, Aliphatic-Amines, FRAMES	agmatine	https://metacyc.org/compound?orgid=META&id=AGMATHINE
CTP	10	Nitrogen-Molecular-Entities, Chemicals, Nucleoside-Triphosphates, Pyrimidine-ribonucleotides, Ribonucleoside-Triphosphates, Diazines, Pyrimidine-nucleotides, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Pyrimidines, Compounds, All-Nucleosides, Pyrimidine-ribonucleosides-5-PPP, Nucleotides, Ribonucleotides, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds	CTP	https://metacyc.org/compound?orgid=META&id=CTP
CMP	10	Nitrogen-Molecular-Entities, Pyrimidine-ribonucleosides-5-P, Chemicals, Pyrimidine-ribonucleotides, Diazines, Nucleoside-Monophosphates, Pyrimidine-nucleotides, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, Ribonucleoside-Monophosphates, FRAMES, Pyrimidines, Compounds, All-Nucleosides, Nucleotides, Ribonucleotides, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds	CMP	https://metacyc.org/compound?orgid=META&id=CMP
DGMP	10	Purine-deoxyribonucleotides, Nitrogen-Molecular-Entities, Chemicals, Purine-deoxyribonucleosides-5-P, Nucleoside-Monophosphates, Organic-heterocyclic-compound, Compounds-And-Elements, Organonitrogen-Compounds, Organic-Heteropolycyclic-Compounds, FRAMES, Purine-Nucleotides, Purines, Compounds, All-Nucleosides, Organic-heterobicyclic-compounds, Nucleotides, Deoxy-Ribonucleoside-Monophosphates, Deoxynucleotides, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds	dGMP	https://metacyc.org/compound?orgid=META&id=DGMP
R-3-hydroxymyristoyl-ACPs	10	OH-ACYL-ACP, Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Modified-Proteins, ACYL-ACP, FRAMES	a (3R)-3-hydroxytetradecanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=R-3-hydroxymyristoyl-ACPs
PRO	10	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES, Neutral-Amino-Acids, Alpha-Amino-Acids, Non-polar-amino-acids, Compounds, Acids, L-Amino-Acids	L-proline	https://metacyc.org/compound?orgid=META&id=PRO
PALMITYL-COA	10	Long-Chain-234-Saturated-acyl-CoAs, Compounds, All-Coas, Esters, Saturated-Fatty-Acyl-CoA, Chemicals, Thioesters, Long-Chain-Acyl-CoAs, ACYL-COA, Compounds-And-Elements, FRAMES, Fatty-Acyl-CoAs	palmitoyl-CoA	https://metacyc.org/compound?orgid=META&id=PALMITYL-COA
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	D-erythro-1-(imidazol-4-yl)-glycerol 3-phosphate	https://metacyc.org/compound?orgid=META&id=D-ERYTHRO-IMIDAZOLE-GLYCEROL-P
CPD-14274	10	Compounds, All-Coas, Esters, Chemicals, Thioesters, 3-KETOACYL-COA, 3-Oxoacyl-CoAs, ACYL-COA, Compounds-And-Elements, FRAMES, Very-Long-Chain-oxoacyl-CoAs	3-oxocerotoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-14274
CPD-9923	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate	https://metacyc.org/compound?orgid=META&id=CPD-9923
URIDINE	10	Nitrogen-Molecular-Entities, Chemicals, Ribonucleosides, Pyrimidine-Nucleosides, Nucleosides, Diazines, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Pyrimidines, Compounds, All-Nucleosides, Pyrimidine-Ribonucleosides, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds	uridine	https://metacyc.org/compound?orgid=META&id=URIDINE
L-Galactopyranose	10	Galactose, Chemicals, Monosaccharides, L-Galactose, Sugar, Aldohexoses, Aldehydes-Or-Ketones, Compounds-And-Elements, FRAMES, L-aldopyranoses, Compounds, All-Carbohydrates, Glycans, Aldopyranoses, Carbohydrates, Aldoses, Aldehydes, Hexoses	L-galactopyranose	https://metacyc.org/compound?orgid=META&id=L-Galactopyranose
SUC	10	Compounds, C4-dicarboxylates, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, dicarboxylate, Compounds-And-Elements, FRAMES	succinate	https://metacyc.org/compound?orgid=META&id=SUC
3-UREIDO-PROPIONATE	10	Compounds, Compounds-And-Elements, Chemicals, Ureido-Compounds, FRAMES	3-ureidopropanoate	https://metacyc.org/compound?orgid=META&id=3-UREIDO-PROPIONATE
CPD-22018	10	Compounds, All-Coas, Esters, Chemicals, Very-Long-Chain-Trans-23-Dehydroacyl-CoA, D2-ENOYL-COA, Thioesters, TRANS-D2-ENOYL-COA, Compounds-And-Elements, FRAMES	trans-tetratriaconta-2-enoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22018
DIHYDROPTERIN-CH2OH-PP	10	Compounds, Compounds-And-Elements, Nitrogen-Molecular-Entities, Pterins, Chemicals, Organic-heterobicyclic-compounds, Organic-heterocyclic-compound, Organonitrogen-Heterocyclic-Compounds, Pteridines, Organic-heteromonocyclic-compounds, Organonitrogen-Compounds, Organic-Heteropolycyclic-Compounds, FRAMES	(7,8-dihydropterin-6-yl)methyl diphosphate	https://metacyc.org/compound?orgid=META&id=DIHYDROPTERIN-CH2OH-PP
L-CITRULLINE	10	Alpha-Amino-Acids, Compounds, Amino-Acids, Compounds-And-Elements, Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Carboxylates, Organic-Acids, Ureido-Compounds, FRAMES	L-citrulline	https://metacyc.org/compound?orgid=META&id=L-CITRULLINE
PRPP	10	All-Carbohydrates, Compounds, Glycans, Chemicals, Carbohydrate-Derivatives, Carbohydrates, Compounds-And-Elements, FRAMES, Sugar-Phosphate	5-phospho-&alpha;-D-ribose 1-diphosphate	https://metacyc.org/compound?orgid=META&id=PRPP
CPD-9965	10	Long-Chain-234-Saturated-acyl-CoAs, Compounds, All-Coas, Esters, Saturated-Fatty-Acyl-CoA, Chemicals, Thioesters, Long-Chain-Acyl-CoAs, ACYL-COA, Compounds-And-Elements, FRAMES, Fatty-Acyl-CoAs	arachidoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-9965
SER	10	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Compounds-And-Elements, Neutral-Amino-Acids, FRAMES, Alpha-Amino-Acids, Compounds, Acids, Serines, L-Amino-Acids, Uncharged-polar-amino-acids, Polar-amino-acids	L-serine	https://metacyc.org/compound?orgid=META&id=SER
2-METHYL-6-SOLANYL-14-BENZOQUINONE	10	Compounds, Aromatics, Chemicals, Compounds-And-Elements, FRAMES, Reduced-Quinones	2-methyl-6-all-trans-nonaprenyl-1,4-benzoquinol	https://metacyc.org/compound?orgid=META&id=2-METHYL-6-SOLANYL-14-BENZOQUINONE
CPD-12321	10	carotenoids, Compounds, Chemicals, Terpenoids, Secondary-Metabolites, Polyisoprenoids, Compounds-And-Elements, FRAMES, Lipids, Tetraterpenes	15-cis-phytoene	https://metacyc.org/compound?orgid=META&id=CPD-12321
GUANOSINE	10	Purine-Nucleosides, Nitrogen-Molecular-Entities, Chemicals, Ribonucleosides, Nucleosides, Purine-Ribonucleosides, Organic-heterocyclic-compound, Compounds-And-Elements, Organonitrogen-Compounds, Organic-Heteropolycyclic-Compounds, FRAMES, Purines, Compounds, All-Nucleosides, Organic-heterobicyclic-compounds, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds	guanosine	https://metacyc.org/compound?orgid=META&id=GUANOSINE
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	N1-(5-phospho-&beta;-D-ribosyl)glycinamide	https://metacyc.org/compound?orgid=META&id=5-PHOSPHO-RIBOSYL-GLYCINEAMIDE
ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	10	Isoprenoid-Derivatives, Compounds, Chemicals, TRANS-POLYISOPRENYL-PP, Isoprenoid-Phosphates, Polyisoprenyl-Diphosphates, Polyisoprenoids, Compounds-And-Elements, FRAMES, Lipids	all-trans-hexaprenyl diphosphate	https://metacyc.org/compound?orgid=META&id=ALL-TRANS-HEXAPRENYL-DIPHOSPHATE
L-DEHYDRO-ASCORBATE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	dehydroascorbate	https://metacyc.org/compound?orgid=META&id=L-DEHYDRO-ASCORBATE
ARG	10	Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Positively-charged-polar-amino-acids, Compounds-And-Elements, Basic-Amino-Acids, FRAMES, Alpha-Amino-Acids, Compounds, Acids, L-Amino-Acids, Polar-amino-acids	L-arginine	https://metacyc.org/compound?orgid=META&id=ARG
CPD-13853	10	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, FRAMES	8-oxo-dGDP	https://metacyc.org/compound?orgid=META&id=CPD-13853
3-oxo-decanoyl-ACPs	10	Medium-Chain-3-oxo-ACPs, Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Modified-Proteins, B-KETOACYL-ACP, ACYL-ACP, FRAMES	a 3-oxodecanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-decanoyl-ACPs
GLT	10	Negatively-charged-polar-amino-acids, Amino-Acids, All-Amino-Acids, Chemicals, All-Carboxy-Acids, Amino-Acids-20, Carboxylates, Organic-Acids, Compounds-And-Elements, FRAMES, Alpha-Amino-Acids, Glutamates, Compounds, Acids, L-Amino-Acids, Polar-amino-acids	L-glutamate	https://metacyc.org/compound?orgid=META&id=GLT
ADENYLOSUCC	10	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, Nucleotides, FRAMES, Modified-Nucleotides	N6-(1,2-dicarboxyethyl)AMP	https://metacyc.org/compound?orgid=META&id=ADENYLOSUCC
STEAROYL-COA	10	Long-Chain-234-Saturated-acyl-CoAs, Compounds, All-Coas, Esters, Saturated-Fatty-Acyl-CoA, Chemicals, Thioesters, Long-Chain-Acyl-CoAs, ACYL-COA, Compounds-And-Elements, FRAMES, Fatty-Acyl-CoAs	stearoyl-CoA	https://metacyc.org/compound?orgid=META&id=STEAROYL-COA
CPD-660	10	Compounds, C4-dicarboxylates, Acids, All-Carboxy-Acids, Chemicals, Organic-Acids, Carboxylates, dicarboxylate, Compounds-And-Elements, RS-Malate, FRAMES	(R)-malate	https://metacyc.org/compound?orgid=META&id=CPD-660
3-HYDROXY-3-METHYL-GLUTARYL-COA	10	Compounds, All-Coas, Esters, Chemicals, Compounds-And-Elements, Thioesters, FRAMES	(S)-3-hydroxy-3-methylglutaryl-CoA	https://metacyc.org/compound?orgid=META&id=3-HYDROXY-3-METHYL-GLUTARYL-COA
CPD-13852	10	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, Nucleotides, FRAMES, Modified-Nucleotides	2-hydroxy-dAMP	https://metacyc.org/compound?orgid=META&id=CPD-13852
GDP	10	Compounds, Compounds-And-Elements, Chemicals, All-Nucleosides, FRAMES	GDP	https://metacyc.org/compound?orgid=META&id=GDP
ACETYL-P	10	Acyl-Phosphates, Compounds, Chemicals, Compounds-And-Elements, FRAMES	acetyl phosphate	https://metacyc.org/compound?orgid=META&id=ACETYL-P
ETHANOL-AMINE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	ethanolamine	https://metacyc.org/compound?orgid=META&id=ETHANOL-AMINE
DCTP	10	Nitrogen-Molecular-Entities, Chemicals, Nucleoside-Triphosphates, Pyrimidine-deoxyribonucleosides-5-PPP, Pyrimidine-deoxyribonucleotides, Diazines, Pyrimidine-nucleotides, Organic-heterocyclic-compound, Organonitrogen-Compounds, Compounds-And-Elements, FRAMES, Pyrimidines, Compounds, All-Nucleosides, Nucleotides, Deoxynucleotides, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Deoxy-Ribonucleoside-Triphosphates	dCTP	https://metacyc.org/compound?orgid=META&id=DCTP
MEVALONATE	10	Compounds-And-Elements, Compounds, FRAMES, Chemicals	(R)-mevalonate	https://metacyc.org/compound?orgid=META&id=MEVALONATE
PROTOPORPHYRIN_IX	10	Organonitrogen-Compounds, Compounds, Nitrogen-Molecular-Entities, Polypyrroles, Cyclic-polypyrroles, Porphyrins, Chemicals, Macrocycles, Organic-heterocyclic-compound, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Compounds-And-Elements, FRAMES, Cyclic-tetrapyrroles	protoporphyrin IX	https://metacyc.org/compound?orgid=META&id=PROTOPORPHYRIN_IX
CPD-22004	10	3-HYDROXYACYL-COA, Compounds, All-Coas, Esters, Chemicals, HYDROXY-ACYL-COA, Thioesters, Very-Long-Chain-3-Hydroxyacyl-CoAs, ACYL-COA, D-3-HYDROXYACYL-COA, Compounds-And-Elements, FRAMES	(3R)-3-hydroxyoctacosanoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-22004
PROTOPORPHYRINOGEN	10	Organonitrogen-Compounds, Compounds, Nitrogen-Molecular-Entities, Polypyrroles, Cyclic-polypyrroles, Porphyrins, Chemicals, Macrocycles, Organic-heterocyclic-compound, Organonitrogen-Heterocyclic-Compounds, Organic-heteromonocyclic-compounds, Compounds-And-Elements, FRAMES, Cyclic-tetrapyrroles	protoporphyrinogen IX	https://metacyc.org/compound?orgid=META&id=PROTOPORPHYRINOGEN
3-Oxo-octanoyl-ACPs	10	Medium-Chain-3-oxo-ACPs, Macromolecules, Chemicals, Proteins, Polypeptides, All-ACPs, Modified-Proteins, B-KETOACYL-ACP, ACYL-ACP, FRAMES	a 3-oxooctanoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-Oxo-octanoyl-ACPs
