Compound	Cluster	Classes	Common names	MetaCyc link
CPD-22405	5	Nucleotides, Nitrogen-Molecular-Entities, Modified-Nucleotides, Glycans, NUCLEOTIDE-SUGARS, UDP-sugar, Organic-heteromonocyclic-compounds, Chemicals, Carbohydrates, Pyrimidines, Compounds-And-Elements, FRAMES, All-Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Compounds, Carbohydrate-Derivatives, Diazines, All-Nucleosides, NDP-sugars, Organonitrogen-Compounds, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, Organic-heterocyclic-compound	UDP-2-N-[(3R)-3-hydroxydodecanoyl]-3-O-[(3R)-3-hydroxydecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22405
OH-MYRISTOYL	5	Nucleotides, Nitrogen-Molecular-Entities, Modified-Nucleotides, Glycans, NUCLEOTIDE-SUGARS, UDP-sugar, Organic-heteromonocyclic-compounds, Chemicals, Carbohydrates, Pyrimidines, Compounds-And-Elements, FRAMES, All-Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Compounds, Carbohydrate-Derivatives, Diazines, All-Nucleosides, NDP-sugars, Organonitrogen-Compounds, UDP-2N-3R-hydroxyacyl-3O-3R-hydroxyacyl-GlcN, Organic-heterocyclic-compound	UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=OH-MYRISTOYL
BISOHMYR-GLC	5	Lipids, Carbohydrates, Glycoconjugates, Compounds-And-Elements, FRAMES, Lipid-A-Disaccharide, All-Carbohydrates, Glycans, Compounds, Glycolipids, Chemicals	lipid A disaccharide (E. coli)	https://metacyc.org/compound?orgid=META&id=BISOHMYR-GLC
CPD-22407	5	Nucleotides, Nitrogen-Molecular-Entities, Modified-Nucleotides, Glycans, NUCLEOTIDE-SUGARS, UDP-sugar, Organic-heteromonocyclic-compounds, Chemicals, Carbohydrates, Pyrimidines, Compounds-And-Elements, FRAMES, All-Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Compounds, Carbohydrate-Derivatives, Diazines, All-Nucleosides, NDP-sugars, Organonitrogen-Compounds, Organic-heterocyclic-compound, UDP-3R-hydroxyacyl-GlcNAc	UDP-3-O-[(3R)-3-hydroxydecanoyl]-N-acetyl-&alpha;-D-glucosamine	https://metacyc.org/compound?orgid=META&id=CPD-22407
CPD-14795	5	Nucleotides, Nitrogen-Molecular-Entities, Modified-Nucleotides, Glycans, NUCLEOTIDE-SUGARS, UDP-sugar, Organic-heteromonocyclic-compounds, Chemicals, Carbohydrates, Pyrimidines, Compounds-And-Elements, FRAMES, All-Carbohydrates, Organonitrogen-Heterocyclic-Compounds, UDP-N-ACETYL-GALACTOSAMINE, Compounds, Carbohydrate-Derivatives, Diazines, All-Nucleosides, NDP-sugars, Organonitrogen-Compounds, Organic-heterocyclic-compound	UDP-N-acetyl-&alpha;-D-galactosamine	https://metacyc.org/compound?orgid=META&id=CPD-14795
LIPID-IV-A	5	Lipids, Carbohydrates, Glycoconjugates, Compounds-And-Elements, Lipid-A-containing-Glycolipids, FRAMES, All-Carbohydrates, Glycans, Compounds, Lipid-IVA, Lipid-A, Glycolipids, Chemicals	lipid IVA (E. coli)	https://metacyc.org/compound?orgid=META&id=LIPID-IV-A
N-ACETYL-L-24-DIAMINOBUTANOATE	5	FRAMES, Compounds, Compounds-And-Elements, Chemicals	(2S)-4-acetamido-2-aminobutanoate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-L-24-DIAMINOBUTANOATE
UDP-N-ACETYLMURAMATE	5	Nucleotides, Nitrogen-Molecular-Entities, Modified-Nucleotides, Glycans, NUCLEOTIDE-SUGARS, UDP-sugar, Organic-heteromonocyclic-compounds, Chemicals, Carbohydrates, Pyrimidines, Compounds-And-Elements, FRAMES, All-Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Compounds, Carbohydrate-Derivatives, Diazines, All-Nucleosides, NDP-sugars, Organonitrogen-Compounds, Organic-heterocyclic-compound	UDP-N-acetyl-&alpha;-D-muramate	https://metacyc.org/compound?orgid=META&id=UDP-N-ACETYLMURAMATE
UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE	5	Nucleotides, Nitrogen-Molecular-Entities, Modified-Nucleotides, Glycans, NUCLEOTIDE-SUGARS, UDP-sugar, Organic-heteromonocyclic-compounds, Chemicals, Carbohydrates, Pyrimidines, Compounds-And-Elements, FRAMES, All-Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Compounds, Carbohydrate-Derivatives, Diazines, All-Nucleosides, NDP-sugars, Organonitrogen-Compounds, Organic-heterocyclic-compound	UDP-N-acetyl-&alpha;-D-glucosamine-enolpyruvate	https://metacyc.org/compound?orgid=META&id=UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE
UDP-MANNAC	5	Nucleotides, Nitrogen-Molecular-Entities, Modified-Nucleotides, Glycans, NUCLEOTIDE-SUGARS, UDP-sugar, Organic-heteromonocyclic-compounds, Chemicals, Carbohydrates, Pyrimidines, Compounds-And-Elements, FRAMES, All-Carbohydrates, Organonitrogen-Heterocyclic-Compounds, Compounds, Carbohydrate-Derivatives, Diazines, All-Nucleosides, NDP-sugars, Organonitrogen-Compounds, Organic-heterocyclic-compound	UDP-N-acetyl-&alpha;-D-mannosamine	https://metacyc.org/compound?orgid=META&id=UDP-MANNAC
CPD-365	5	Cyclic-Alcohols, Compounds-And-Elements, FRAMES, Compounds, Cyclitols, Alcohols, Inositols, Chemicals, Modified-Inositols	1-keto-D-chiro-inositol	https://metacyc.org/compound?orgid=META&id=CPD-365
CPD-389	5	Compounds, FRAMES, Compounds-And-Elements, Ureido-Compounds, Chemicals	N-carbamoyl-2-oxoglycine	https://metacyc.org/compound?orgid=META&id=CPD-389
N-ACETYL-D-GLUCOSAMINE-1-P	5	Amino-Sugars, Glycans, Hexose-1-Phosphate, Chemicals, Carbohydrates, Sugar, Alpha-Hexose-1-Phosphates, Compounds-And-Elements, FRAMES, All-Carbohydrates, Sugar-Phosphate, Compounds, Carbohydrate-Derivatives, Monosaccharides, Hexose-phosphates, N-acetyl-a-D-hexosamine-1-phosphates, Sugar-1-Phosphate, Hexosamines	N-acetyl-&alpha;-D-glucosamine 1-phosphate	https://metacyc.org/compound?orgid=META&id=N-ACETYL-D-GLUCOSAMINE-1-P
FORMYL-COA	6	All-Coas, Compounds-And-Elements, Esters, FRAMES, Compounds, Thioesters, Chemicals	formyl-CoA	https://metacyc.org/compound?orgid=META&id=FORMYL-COA
Cis-delta-3-decenoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, CIS-ENOYL-ACP, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3Z)-dec-3-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-delta-3-decenoyl-ACPs
5Z-tetradec-5-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (5Z)-tetradec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=5Z-tetradec-5-enoyl-ACPs
2E-5Z-tetradeca-2-5-dienoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, a-polyunsaturated-acyl-acp, Proteins, Polypeptides, ACYL-ACP	a (2E,5Z)-tetradeca-2,5-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-5Z-tetradeca-2-5-dienoyl-ACPs
CPD-9408	6	All-Coas, Compounds-And-Elements, Esters, FRAMES, Compounds, Thioesters, Chemicals	2-methylfumaryl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-9408
Trans-D3-cis-D5-dodecenoyl-ACPs	6	FRAMES, Di-unsaturated-acyl-ACPs, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, ACYL-ACP	a (2E,5Z)-dodeca-3,5-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Trans-D3-cis-D5-dodecenoyl-ACPs
CPD-208	6	Compounds-And-Elements, Esters, All-Coas, CPD-15846, FRAMES, Compounds, Thioesters, Chemicals	(S)-malyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-208
7Z-3-oxo-hexadec-7-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (7Z)-3-oxo-hexadec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=7Z-3-oxo-hexadec-7-enoyl-ACPs
HYDROXYMUCONATE-SALD	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	(2Z,4E)-2-hydroxy-6-oxohexa-2,4-dienoate	https://metacyc.org/compound?orgid=META&id=HYDROXYMUCONATE-SALD
3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3R,7Z)-3-hydroxy-hexadec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-7Z-3-hydroxy-hexadec-7-enoyl-ACPs
Trans-D3-cis-D9-hexadecenoyl-ACPs	6	FRAMES, Di-unsaturated-acyl-ACPs, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, ACYL-ACP	a (2E,9Z)-hexadeca-2,9-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Trans-D3-cis-D9-hexadecenoyl-ACPs
OXALYL-COA	6	All-Coas, Compounds-And-Elements, Esters, FRAMES, Compounds, Thioesters, Chemicals	oxalyl-CoA	https://metacyc.org/compound?orgid=META&id=OXALYL-COA
3Z-dodec-3-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, CIS-ENOYL-ACP, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3Z)-dodec-3-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3Z-dodec-3-enoyl-ACPs
3-oxo-cis-D7-tetradecenoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (7Z)-3-oxotetradec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-cis-D7-tetradecenoyl-ACPs
CPD-627	6	Compounds-And-Elements, Esters, All-Coas, FRAMES, CPD-15844, Compounds, Thioesters, Chemicals	(3S)-citramalyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-627
CPD-110	6	Organic-Acids, Compounds-And-Elements, FRAMES, Phenols, Carboxylates, Compounds, All-Carboxy-Acids, Aromatic-Acid, Aromatics, Acids, Chemicals	salicylate	https://metacyc.org/compound?orgid=META&id=CPD-110
2E-7Z-hexadeca-2-7-dienoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, a-polyunsaturated-acyl-acp, Proteins, Polypeptides, ACYL-ACP	a (2E,7Z)-hexadeca-2,7-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-7Z-hexadeca-2-7-dienoyl-ACPs
CPD-12185	6	Organic-Acids, Modified-Amino-Acids, Compounds-And-Elements, FRAMES, Amino-Acids, Carboxylates, Compounds, All-Amino-Acids, All-Carboxy-Acids, Acids, Chemicals	homocarnosine	https://metacyc.org/compound?orgid=META&id=CPD-12185
3-oxo-cis-D9-hexadecenoyl-ACPs	6	Long-Chain-3-oxo-ACPs, Macromolecules, ACYL-ACP, Monounsaturated-acyl-ACPs, Chemicals, FRAMES, B-KETOACYL-ACP, Modified-Proteins, All-ACPs, Proteins, Polypeptides	a (9Z)-3-oxohexadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-oxo-cis-D9-hexadecenoyl-ACPs
b-Keto-cis-D5-dodecenoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (5Z)-3-oxododec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=b-Keto-cis-D5-dodecenoyl-ACPs
Cis-Delta5-dodecenoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (5Z)-dodec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-Delta5-dodecenoyl-ACPs
2E-9Z-octadeca-2-9-dienoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, a-polyunsaturated-acyl-acp, Proteins, Polypeptides, ACYL-ACP	a (2E,9Z)-octadeca-2,9-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=2E-9Z-octadeca-2-9-dienoyl-ACPs
3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3R,9Z)-3-hydroxy-octadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-9Z-3-hydroxy-octadec-9-enoyl-ACPs
9Z-3-oxo-octadec-9-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (9Z)-3-oxo-octadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=9Z-3-oxo-octadec-9-enoyl-ACPs
CPD-289	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	(1R,2R)-cyclohexa-3,5-diene-1,2-diol	https://metacyc.org/compound?orgid=META&id=CPD-289
3-hydroxy-cis-D7-tetraecenoyl-ACPs	6	FRAMES, OH-ACYL-ACP, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3R,7Z)-3-hydroxytetradec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-hydroxy-cis-D7-tetraecenoyl-ACPs
7Z-hexadec-7-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (7Z)-hexadec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=7Z-hexadec-7-enoyl-ACPs
CATECHOL	6	Benzenediols, Compounds-And-Elements, FRAMES, Compounds, Diols, Catechols, Alcohols, Aromatics, Chemicals	catechol	https://metacyc.org/compound?orgid=META&id=CATECHOL
b-Hydroxy-cis-D5-dodecenoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3R,5Z)-3-hydroxydodec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=b-Hydroxy-cis-D5-dodecenoyl-ACPs
Trans-D2-cis-D7-tetradecenoyl-ACPs	6	FRAMES, Di-unsaturated-acyl-ACPs, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, ACYL-ACP	a (2E,7Z)-tetradeca-2,7-dienoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Trans-D2-cis-D7-tetradecenoyl-ACPs
Cis-Delta7-tetradecenoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (7Z)-tetradec-7-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=Cis-Delta7-tetradecenoyl-ACPs
3-hydroxy-cis-D9-hexaecenoyl-ACPs	6	FRAMES, OH-ACYL-ACP, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3R,9Z)-3-hydroxyhexadec-9-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3-hydroxy-cis-D9-hexaecenoyl-ACPs
4-HYDROXY-BUTYRATE	6	Organic-Acids, Lipids, Fatty-Acids, Compounds-And-Elements, FRAMES, Carboxylates, Omega-Hydroxy-Short-Chain-Fatty-Acid, Compounds, OMEGA-HYDROXY-FATTY-ACID, All-Carboxy-Acids, Omega-Hydroxy-Me-Branched-Lipids, Acids, Hydroxy-fatty-acids, Hydroxy-carboxylates, Chemicals	4-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=4-HYDROXY-BUTYRATE
5Z-3-oxo-tetradec-5-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (5Z)-3-oxo-tetradec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=5Z-3-oxo-tetradec-5-enoyl-ACPs
CPD-9409	6	All-Coas, Compounds-And-Elements, Esters, FRAMES, Compounds, Thioesters, Chemicals	(2R,3S)-&beta;-methylmalyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-9409
3R-5Z-3-hydroxy-tetradec-5-enoyl-ACPs	6	FRAMES, Chemicals, Modified-Proteins, All-ACPs, Macromolecules, Proteins, Polypeptides, Monounsaturated-acyl-ACPs, ACYL-ACP	a (3R,5Z)-3-hydroxy-tetradec-5-enoyl-[acp]	https://metacyc.org/compound?orgid=META&id=3R-5Z-3-hydroxy-tetradec-5-enoyl-ACPs
4-FUMARYL-ACETOACETATE	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	4-fumaryl-acetoacetate	https://metacyc.org/compound?orgid=META&id=4-FUMARYL-ACETOACETATE
CPD-12739	6	Modified-Amino-Acids, DL-3-HYDROXYASPARTATE, CPD0-2079, Carboxylates, Hydroxy-Amino-Acids, All-Amino-Acids, All-Carboxy-Acids, Acids, D-Amino-Acids, Chemicals, Organic-Acids, Hydroxy-D-Amino-Acids, Compounds-And-Elements, FRAMES, Amino-Acids, Compounds	(3S)-3-hydroxy-D-aspartate	https://metacyc.org/compound?orgid=META&id=CPD-12739
CPD-277	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	3-fumarylpyruvate	https://metacyc.org/compound?orgid=META&id=CPD-277
CPD-13534	6	3-Oxoacyl-CoAs, All-Coas, Esters, Compounds-And-Elements, FRAMES, 3-KETOACYL-COA, Short-Chain-oxoacyl-CoAs, Compounds, ACYL-COA, Thioesters, Chemicals	3-oxopentanoyl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-13534
CPD0-1643	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	N-acetyl-&alpha;-D-muramate 1-phosphate	https://metacyc.org/compound?orgid=META&id=CPD0-1643
CPD-1133	6	Cyclic-Alcohols, Compounds-And-Elements, FRAMES, Compounds, Cyclitols, Alcohols, Inositols, Chemicals, Modified-Inositols	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione	https://metacyc.org/compound?orgid=META&id=CPD-1133
CPD-612	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	acetylpyruvate	https://metacyc.org/compound?orgid=META&id=CPD-612
CPD-19757	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	(2S)-2-acetamido-4-aminobutanoate	https://metacyc.org/compound?orgid=META&id=CPD-19757
CPD-15127	6	Organic-Acids, Compounds-And-Elements, FRAMES, Carboxylates, Compounds, Monocarboxylates, All-Carboxy-Acids, Acids, Chemicals	5-deoxy-D-glucuronate	https://metacyc.org/compound?orgid=META&id=CPD-15127
L-XYLULOSE-5-P	6	Carbohydrates, Compounds-And-Elements, FRAMES, All-Carbohydrates, Glycans, Pentose-phosphates, Sugar-Phosphate, Carbohydrate-Derivatives, Compounds, SUGAR-5-PHOSPHATES, PENTOSE-5-PHOSPHATES, Chemicals	L-xylulose 5-phosphate	https://metacyc.org/compound?orgid=META&id=L-XYLULOSE-5-P
CPD-645	6	Organic-Acids, Carbohydrates, Compounds-And-Elements, FRAMES, Ketoaldonates, Carboxylates, All-Carbohydrates, Glycans, Compounds, All-Carboxy-Acids, Carbohydrate-acids, Acids, Chemicals	5-dehydro-2-deoxy-D-gluconate 6-phosphate	https://metacyc.org/compound?orgid=META&id=CPD-645
DEOXYINOSINE	6	Purine-Nucleosides, Nitrogen-Molecular-Entities, Purines, Nucleosides, Organic-heteromonocyclic-compounds, Chemicals, Organic-heterobicyclic-compounds, Deoxy-Ribonucleosides, Organic-Heteropolycyclic-Compounds, FRAMES, Compounds-And-Elements, Organonitrogen-Heterocyclic-Compounds, Compounds, All-Nucleosides, Organonitrogen-Compounds, Purine-Deoxyribonucleosides, Organic-heterocyclic-compound	2'-deoxyinosine	https://metacyc.org/compound?orgid=META&id=DEOXYINOSINE
CPD-1134	6	Organic-Acids, Carbohydrates, Compounds-And-Elements, FRAMES, Ketoaldonates, Carboxylates, All-Carbohydrates, Glycans, Compounds, All-Carboxy-Acids, Carbohydrate-acids, Acids, Chemicals	2-dehydro-3-deoxy-L-pentonate	https://metacyc.org/compound?orgid=META&id=CPD-1134
CHLOROACETIC-ACID	6	FRAMES, Compounds-And-Elements, Compounds, Chlorides, Organohalogen-Compounds, Haloacetates, Chemicals	2-chloroacetate	https://metacyc.org/compound?orgid=META&id=CHLOROACETIC-ACID
CPD-16020	6	Compounds-And-Elements, FRAMES, modified-deoxyribonucleoside, Compounds, All-Nucleosides, Nucleosides, Chemicals, Deoxy-Ribonucleosides	2-oxo-2'-deoxyadenosine	https://metacyc.org/compound?orgid=META&id=CPD-16020
ECTOINE	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	ectoine	https://metacyc.org/compound?orgid=META&id=ECTOINE
CPD-1070	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	3-maleylpyruvate	https://metacyc.org/compound?orgid=META&id=CPD-1070
CPD-825	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	4-guanidinobutyraldehyde	https://metacyc.org/compound?orgid=META&id=CPD-825
CPD-594	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	3-guanidinopropanoate	https://metacyc.org/compound?orgid=META&id=CPD-594
SULFOACETALDEHYDE	6	ORGANOSULFUR, FRAMES, Compounds-And-Elements, SULFONATES, Compounds, Chemicals	sulfoacetaldehyde	https://metacyc.org/compound?orgid=META&id=SULFOACETALDEHYDE
5-KETO-4-DEOXY-D-GLUCARATE	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	5-dehydro-4-deoxy-D-glucarate	https://metacyc.org/compound?orgid=META&id=5-KETO-4-DEOXY-D-GLUCARATE
5-OH-2-4-DIOXOPENTANOATE	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	5-hydroxy-2,4-dioxopentanoate	https://metacyc.org/compound?orgid=META&id=5-OH-2-4-DIOXOPENTANOATE
NIACINE	6	B-vitamins, Vitamins, FRAMES, Compounds-And-Elements, Compounds, Chemicals	nicotinate	https://metacyc.org/compound?orgid=META&id=NIACINE
CPD-335	6	Organic-Acids, Fatty-Acids, IN-CHAIN-HYDROXY-FATTY-ACID, Compounds-And-Elements, FRAMES, 3-Hydroxy-Fatty-Acids, 2-Or-3-Hydroxy-Fatty-Acids, Carboxylates, Compounds, 3-HYDROXY-BUTYRATE, All-Carboxy-Acids, Acids, Hydroxy-fatty-acids, Hydroxy-carboxylates, Chemicals	(R)-3-hydroxybutanoate	https://metacyc.org/compound?orgid=META&id=CPD-335
S-2-INDOL-3-YLACETYL-COA	6	Compounds-And-Elements, Esters, All-Coas, FRAMES, Compounds, Thioesters, ACYL-COA, Chemicals	(indol-3 yl)acetyl-CoA	https://metacyc.org/compound?orgid=META&id=S-2-INDOL-3-YLACETYL-COA
DEOXYADENOSINE	6	Purine-Nucleosides, Nitrogen-Molecular-Entities, Purines, Nucleosides, Organic-heteromonocyclic-compounds, Chemicals, Organic-heterobicyclic-compounds, Deoxy-Ribonucleosides, Organic-Heteropolycyclic-Compounds, FRAMES, Compounds-And-Elements, Organonitrogen-Heterocyclic-Compounds, Compounds, All-Nucleosides, Organonitrogen-Compounds, Purine-Deoxyribonucleosides, Organic-heterocyclic-compound	2'-deoxyadenosine	https://metacyc.org/compound?orgid=META&id=DEOXYADENOSINE
CPD-17461	6	Organic-Acids, dicarboxylate, Compounds-And-Elements, FRAMES, Carboxylates, Compounds, All-Carboxy-Acids, Acids, Alpha-omega-dicarboxylates, Chemicals	L-talarate	https://metacyc.org/compound?orgid=META&id=CPD-17461
CPD-12692	6	ORGANOSULFUR, Compounds-And-Elements, 2-3-dihydroxypropane-1-sulfonate, FRAMES, SULFONATES, Compounds, Chemicals	(2R)-3-sulfopropanediol	https://metacyc.org/compound?orgid=META&id=CPD-12692
CPD-12709	6	Organic-Acids, Fluorides, FRAMES, Compounds-And-Elements, Carboxylates, Compounds, Monocarboxylates, All-Carboxy-Acids, Acids, Organohalogen-Compounds, Chemicals	fluoroacetate	https://metacyc.org/compound?orgid=META&id=CPD-12709
CPD-824	6	Organic-Acids, Compounds-And-Elements, FRAMES, 2-Oxo-carboxylates, Carboxylates, Compounds, All-Carboxy-Acids, Acids, 2-Oxo-Acids, Chemicals	5-guanidino-2-oxopentanoate	https://metacyc.org/compound?orgid=META&id=CPD-824
CPD-20826	6	Purine-ribonucleosides-5-P, Nucleotides, Nitrogen-Molecular-Entities, Purine-Nucleotides, Nucleoside-Monophosphates, Purines, Organic-heteromonocyclic-compounds, Chemicals, Organic-heterobicyclic-compounds, Organic-Heteropolycyclic-Compounds, Compounds-And-Elements, FRAMES, Ribonucleotides, Organonitrogen-Heterocyclic-Compounds, Compounds, Purine-ribonucleotides, All-Nucleosides, Organonitrogen-Compounds, Ribonucleoside-Monophosphates, Organic-heterocyclic-compound	adenine ribotide phosphate	https://metacyc.org/compound?orgid=META&id=CPD-20826
CPD-12738	6	Modified-Amino-Acids, DL-3-HYDROXYASPARTATE, CPD0-2079, Carboxylates, Hydroxy-Amino-Acids, All-Amino-Acids, All-Carboxy-Acids, Acids, D-Amino-Acids, Chemicals, Organic-Acids, Hydroxy-D-Amino-Acids, Compounds-And-Elements, FRAMES, Amino-Acids, Compounds	(3R)-3-hydroxy-D-aspartate	https://metacyc.org/compound?orgid=META&id=CPD-12738
CPD-1117	6	FRAMES, Compounds, Compounds-And-Elements, Chemicals	L-arabinonate	https://metacyc.org/compound?orgid=META&id=CPD-1117
TAURINE	6	ORGANOSULFUR, FRAMES, Compounds-And-Elements, SULFONATES, Compounds, Chemicals	taurine	https://metacyc.org/compound?orgid=META&id=TAURINE
CPD-804	6	Organic-Acids, Compounds-And-Elements, FRAMES, 2-Oxo-carboxylates, Carboxylates, Compounds, All-Carboxy-Acids, Acids, 2-Oxo-Acids, Chemicals	(4S)-4-hydroxy-2-oxoheptanedioate	https://metacyc.org/compound?orgid=META&id=CPD-804
CPD-14205	6	All-Coas, Compounds-And-Elements, Esters, FRAMES, Compounds, Thioesters, Chemicals	3-methylfumaryl-CoA	https://metacyc.org/compound?orgid=META&id=CPD-14205
GLUCOSAMINE-1P	6	Carbohydrates, Compounds-And-Elements, FRAMES, All-Carbohydrates, Glycans, Sugar-Phosphate, Carbohydrate-Derivatives, Compounds, Sugar-1-Phosphate, Chemicals	&alpha;-D-glucosamine 1-phosphate	https://metacyc.org/compound?orgid=META&id=GLUCOSAMINE-1P
2-HYDROXYGLUTARYL-COA	6	All-Coas, Compounds-And-Elements, Esters, FRAMES, Compounds, Thioesters, Chemicals	(R)-2-hydroxyglutaryl-CoA	https://metacyc.org/compound?orgid=META&id=2-HYDROXYGLUTARYL-COA
